scenario_class,pathway,response_count,mu_lnM_T,sd_lnM_T,cov_M_T,median_M_T,mu_lnM_S,sd_lnM_S,cov_M_S,median_M_S,mu_lnM_capacity,sd_lnM_capacity,cov_M_capacity,median_M_capacity,mu_lnM_response_time,sd_lnM_response_time,cov_M_response_time,median_M_response_time,mean_response_model_factor_cov,median_sd_eta,boundary_hit_fraction
heterogeneous boundary,Lagging Darcy no-leakage,2000,-0.3870556725044837,1.0750696432062112,1.4752909564109546,0.9426580074820072,0.015206245141415244,0.5519489882644741,0.5967806370274051,1.1001177000537075,-0.3870556725044837,1.0750696432062112,1.4752909564109546,0.9426580074820072,0.40226191764589886,0.7255611276957278,0.8324019973128978,1.2254022273659855,0.36108256034958763,0.1969481628803212,0.0
heterogeneous boundary,Theis confined,1217,0.10960602473284597,0.5826713102913302,0.6358093388843635,1.133357399228652,0.04295830824533043,0.38444621631646453,0.3990986518735915,1.0435051227038987,0.10960602473284597,0.5826713102913302,0.6358093388843635,1.133357399228652,-0.06664771648751552,0.4914813472737894,0.5227103391871943,0.9117783145364591,0.5646540445668717,0.4160907217951863,0.0
heterogeneous boundary,Lagging Darcy with leakage,349,-0.2317744789341909,0.5883477474025416,0.6431321672594653,0.8512139648286018,0.08519893748464573,0.47279282289726726,0.500486735506968,1.1045664194044988,-0.2317744789341909,0.5883477474025416,0.6431321672594653,0.8512139648286018,0.3169734164188366,0.526864894079439,0.5656327810191822,1.3184671946386168,0.026128238474377757,0.0068012269259817,0.0
heterogeneous boundary,Hantush-Jacob leaky,17,2.7541255325917637,1.2033725841727054,1.8041746077226826,20.542328855040225,-5.64154258266603,1.1191582965894424,1.5808647135335312,0.0031732510243886185,2.7541255325917637,1.2033725841727054,1.8041746077226826,20.542328855040225,-8.395668115257795,1.603344844413033,3.4749339265770245,0.0001988082841377261,1.4372307572133303,1.1040718149686686,0.0
heterogeneous leakage,Lagging Darcy no-leakage,907,-0.0840097869220679,1.5356703089726569,3.093991845594265,1.111925549411518,0.32429646328387846,0.8986661583596177,1.1146844460431675,1.3102481898380987,-0.0840097869220679,1.5356703089726569,3.093991845594265,1.111925549411518,0.40830625020594624,1.0153171219792314,1.3429447573384974,1.2667537616531404,0.6031910692248386,0.5130202051237847,0.0
heterogeneous leakage,Hantush-Jacob leaky,249,0.8434293134655287,1.7071644356791957,4.175875762235345,1.5399828949599719,-1.2604635683673753,2.7402957961350745,42.70587276065127,1.0463084338234998,0.8434293134655287,1.7071644356791957,4.175875762235345,1.5399828949599719,-2.1038928818329037,3.7563890467638936,1158.9027868081907,0.7523208384108258,0.539347589080628,0.3155211836323214,0.0
heterogeneous leakage,Lagging Darcy with leakage,1287,-0.09841149155430692,1.4097273220237516,2.509190213860205,1.0700118212852499,-0.0038029222529527115,1.1770558705733571,1.7310881073800604,1.1341506763254996,-0.09841149155430692,1.4097273220237516,2.509190213860205,1.0700118212852499,0.09460856930135421,1.0000464007550944,1.3109287191439427,1.099292410298255,0.08254212814873017,0.0069406973199093,0.0
heterogeneous leakage,Theis confined,904,0.8042480531461622,0.9203595915571143,1.1544620127639509,1.7916911202275498,0.4703177409880545,0.6096235371624482,0.6709039351842607,1.3822469385179335,0.8042480531461622,0.9203595915571143,1.1544620127639509,1.7916911202275498,-0.3339303121581077,0.601021315104993,0.6596124965131974,0.7707207354579578,0.5931534818320251,0.4538327810003226,0.0
heterogeneous storage,Theis confined,1176,0.16429634397701917,0.634482204192454,0.7040313411264014,1.186546573808501,0.07080859727580052,0.5005605629066403,0.5336157786197591,1.0850226446308238,0.16429634397701917,0.634482204192454,0.7040313411264014,1.186546573808501,-0.09348774670121869,0.596225541498175,0.6533547059182866,0.9222625611332511,0.5490663173606553,0.40541115873115563,0.0
heterogeneous storage,Lagging Darcy with leakage,306,-0.2781816412232527,0.5400267448851059,0.5818987445271925,0.8381459706896314,-0.0550801562998855,0.6821790422947279,0.7698055269324259,1.0535469942414863,-0.2781816412232527,0.5400267448851059,0.5818987445271925,0.8381459706896314,0.2231014849233672,0.9122326680161686,1.1394283923818838,1.287523838621079,0.03332527219490812,0.012241586271069499,0.0
