case,active_records,median_tu_95_margin_increment_m,p75_tu_95_margin_increment_m,p90_tu_95_margin_increment_m,p95_tu_95_margin_increment_m,fraction_exceeding_0.02m_headroom,median_erosion_for_0.02m_headroom,p95_erosion_for_0.02m_headroom,fraction_exceeding_0.05m_headroom,median_erosion_for_0.05m_headroom,p95_erosion_for_0.05m_headroom,fraction_exceeding_0.1m_headroom,median_erosion_for_0.1m_headroom,p95_erosion_for_0.1m_headroom,fraction_exceeding_0.2m_headroom,median_erosion_for_0.2m_headroom,p95_erosion_for_0.2m_headroom
Massachusetts,420,0.02110165502606088,0.08091606188167011,0.2978778952047996,0.4377478367434365,0.5142857142857142,1.0550827513030439,21.887391837171826,0.3119047619047619,0.42203310052121756,8.75495673486873,0.1976190476190476,0.21101655026060878,4.377478367434365,0.16904761904761906,0.10550827513030439,2.1887391837171823
Lovelock Valley,338,0.09570694176606667,0.25474264537207075,0.34543144007139115,0.4135504185857793,0.7100591715976331,4.785347088303333,20.677520929288963,0.6183431952662722,1.9141388353213333,8.271008371715585,0.48520710059171596,0.9570694176606667,4.135504185857792,0.3224852071005917,0.47853470883033333,2.067752092928896
