scenario_class,obs_layout,pathway,response_count,mu_lnM_T,sd_lnM_T,cov_M_T,median_M_T,mu_lnM_S,sd_lnM_S,cov_M_S,median_M_S,mu_lnM_capacity,sd_lnM_capacity,cov_M_capacity,median_M_capacity,mu_lnM_response_time,sd_lnM_response_time,cov_M_response_time,median_M_response_time,mean_response_model_factor_cov,median_sd_eta,boundary_hit_fraction
constant head boundary,standard4,Theis confined,664,0.2965817725352514,0.5391147451393182,0.5807661938255589,1.204253693065335,0.041655766742107934,0.18469933245641712,0.18628578601721396,1.0298090384683583,0.2965817725352514,0.5391147451393182,0.5807661938255589,1.204253693065335,-0.25492600579314345,0.5677190040868375,0.6166891617757936,0.850815769407067,0.5710913940538376,0.391468013638199,0.007530120481927711
constant head boundary,standard4,Hantush-Jacob leaky,664,0.10038452700894311,1.038156798998251,1.3921633806606284,1.1758290790011452,-0.11084539731082244,0.6999879661283822,0.7951658444035734,1.0125032179094011,0.10038452700894311,1.038156798998251,1.3921633806606284,1.1758290790011452,-0.21122992431976556,0.6155007300328595,0.6786685498037959,0.8644919455455458,0.5710846032210298,0.39292299498686334,0.7801204819277109
constant head boundary,standard4,Lagging Darcy no-leakage,664,-0.5859245745715653,1.6582717744130944,3.8262938486994176,0.9604597651685338,-0.14491056282905151,0.8196283931368723,0.9786418722211475,1.0724749694250881,-0.5859245745715653,1.6582717744130944,3.8262938486994176,0.9604597651685338,0.4410140117425137,0.9389689971600875,1.189500664658595,1.164507924106208,0.4957455653143411,0.3633160098628933,0.0963855421686747
constant head boundary,standard4,Lagging Darcy with leakage,664,-1.8456665453816952,2.609231011059929,30.068873288767993,0.7899385140009672,-1.0274262630739028,1.6145065983129216,3.5430665071676666,0.992572223632908,-1.8456665453816952,2.609231011059929,30.068873288767993,0.7899385140009672,0.8182402823077926,1.0934341902887241,1.5183988193790612,1.3438232822551102,0.4900775142561514,0.3592595866778186,0.22590361445783133
constant head boundary,far4,Theis confined,668,0.6574104771541263,1.1288019310480932,1.6049353326734082,1.431400552348592,0.17242395203792035,0.5772571862156674,0.6288580449382091,1.0919753751325374,0.6574104771541263,1.1288019310480932,1.6049353326734082,1.431400552348592,-0.4849865251162058,0.8681868955484293,1.0606368145751541,0.7877984790371108,0.6521257725575484,0.40161011944185565,0.058383233532934134
constant head boundary,far4,Hantush-Jacob leaky,668,0.22710732492039432,1.7919608779719614,4.879236448612021,1.3433751156404925,-0.336653757900713,1.5422310945906756,3.128650957692475,1.0493027472544043,0.22710732492039432,1.7919608779719614,4.879236448612021,1.3433751156404925,-0.5637610828211074,1.4607255944137374,2.728776682060513,0.7952054021580004,0.6367136822771065,0.40171379591347867,0.7529940119760479
constant head boundary,far4,Lagging Darcy no-leakage,668,-0.5229704507170085,1.9988714647343273,7.304266626753887,1.0307050618874944,-0.10582475169560193,1.0582835989210826,1.4369218521347094,1.0547809621863768,-0.5229704507170085,1.9988714647343273,7.304266626753887,1.0307050618874944,0.41714569902140664,1.1205233274957975,1.5842497540375078,1.0580981777276015,0.5736216196005216,0.40047213224622763,0.19011976047904192
constant head boundary,far4,Lagging Darcy with leakage,668,-2.0726341763648346,2.810318176602891,51.8709202001333,0.5183574402844363,-1.2818065809945498,1.8696398244491348,5.654070826722946,0.9119086290387125,-2.0726341763648346,2.810318176602891,51.8709202001333,0.5183574402844363,0.7908275953702847,1.3788570803231206,2.3862598214177764,1.5957369670953976,0.568914959407425,0.39240918034042627,0.31137724550898205
constant head boundary,dense5,Theis confined,830,0.37774018389888503,0.7994802469009263,0.9459941457998705,1.2232001935310186,0.06269045295471237,0.4171215102180697,0.43594046261021646,1.031737619196947,0.37774018389888503,0.7994802469009263,0.9459941457998705,1.2232001935310186,-0.31504973094417277,0.6016465944823709,0.6604303468471208,0.8215987337369527,0.4943964519379923,0.3167495200376741,0.02891566265060241
constant head boundary,dense5,Hantush-Jacob leaky,830,0.1270363941068432,1.256968954106475,1.9633682243855315,1.1648988382110013,-0.19095396401022924,1.1120172010790659,1.5632732391789073,1.0105373205456352,0.1270363941068432,1.256968954106475,1.9633682243855315,1.1648988382110013,-0.3179903581170724,0.9749838813638867,1.2598590841035295,0.8393494891700901,0.4989646280448098,0.3301108653495757,0.863855421686747
constant head boundary,dense5,Lagging Darcy no-leakage,830,-0.3840732345908173,1.4932842794166676,2.8807840904358155,0.9705204242441481,-0.032064762280798235,0.7883107064699774,0.9282215406860619,1.0919173072255919,-0.3840732345908173,1.4932842794166676,2.8807840904358155,0.9705204242441481,0.3520084723100191,0.8306726502521922,0.9968698661936695,1.147974460251446,0.40458300609172204,0.28443877162342757,0.10843373493975904
constant head boundary,dense5,Lagging Darcy with leakage,830,-1.2587821972542828,2.33328427002383,15.179448585618841,0.9108923549651983,-0.6661001196739293,1.527780456957827,3.052917137298807,1.0351555594198454,-1.2587821972542828,2.33328427002383,15.179448585618841,0.9108923549651983,0.5926820775803534,1.0224267014514095,1.3580912993106813,1.2403955261880986,0.399943919232655,0.2805828762097189,0.18433734939759036
constant head boundary,near4,Theis confined,668,0.21344125264397917,0.23322860451643693,0.2364364934234717,1.1917016051812328,-0.00819192301152968,0.12434821356722285,0.12483044849829843,1.01550367875142,0.21344125264397917,0.23322860451643693,0.2364364934234717,1.1917016051812328,-0.22163317565550883,0.30053398519966207,0.30744953356129406,0.8407465732835196,0.4661179712409601,0.3009373917059943,0.0
constant head boundary,near4,Hantush-Jacob leaky,668,0.13745602211955138,0.3116176987802562,0.3193379485957302,1.1443672107655463,-0.04730486070075635,0.16236613502305972,0.16344214054253076,0.9954481465739324,0.13745602211955138,0.3116176987802562,0.3193379485957302,1.1443672107655463,-0.18476088282030778,0.3021692455462325,0.3091997509622042,0.8569992745630567,0.4772898163260708,0.32351384693762275,0.8787425149700598
constant head boundary,near4,Lagging Darcy no-leakage,668,-0.10752492508599687,0.31554874530088095,0.32356902387707354,0.9604660862353379,0.12592243314109441,0.12345650447398814,0.12392841745330078,1.1075867770987038,-0.10752492508599687,0.31554874530088095,0.32356902387707354,0.9604660862353379,0.23344735822709123,0.3587672615216795,0.3706274842797802,1.1627189799036877,0.3695925498025848,0.2683428447691135,0.040419161676646706
constant head boundary,near4,Lagging Darcy with leakage,668,-1.0087695265032819,1.9608817928642597,6.764714970910423,0.8961105034400754,-0.48156146649862763,1.26172629567308,1.9782154869355193,1.033952235862957,-1.0087695265032819,1.9608817928642597,6.764714970910423,0.8961105034400754,0.5272080600046544,0.7570150763226272,0.8796062818564413,1.2578414976804517,0.3633047544491904,0.2658435256756862,0.10179640718562874
constant head boundary,sparse3,Theis confined,501,0.4399169488378942,1.0444792611866358,1.4060803875516685,1.273737198339821,0.06542219807374706,0.6128563682826919,0.6751698866136243,1.0493096878743,0.4399169488378942,1.0444792611866358,1.4060803875516685,1.273737198339821,-0.37449475076414707,0.8148001587855219,0.9707478538157698,0.8129306619011801,0.5837755648189912,0.3689154612740647,0.04590818363273453
constant head boundary,sparse3,Hantush-Jacob leaky,501,-0.03389042095177773,1.8257910305036165,5.199678694817591,1.2112304392835451,-0.44825614106613804,1.5995808708966208,3.4523153863017373,1.0189356537634,-0.03389042095177773,1.8257910305036165,5.199678694817591,1.2112304392835451,-0.4143657201143603,1.3420370897983003,2.2485739907927806,0.8290188740581996,0.57885334102474,0.3702267076091037,0.8263473053892215
constant head boundary,sparse3,Lagging Darcy no-leakage,501,-0.5174183438487984,1.971708608754346,6.913417464704647,0.9993881515462635,-0.13319240590403708,1.037488862276887,1.3907006482149222,1.0669194353318001,-0.5174183438487984,1.971708608754346,6.913417464704647,0.9993881515462635,0.38422593794476123,1.0823904580028056,1.4923311452840629,1.0956286860057995,0.49895948981241783,0.3541634493356406,0.17165668662674652
constant head boundary,sparse3,Lagging Darcy with leakage,501,-1.5576787216762045,2.6175851129001018,30.733302269539355,0.8873406789333084,-0.9227702989536086,1.7282312348903912,4.338411809549675,1.0257781375174,-1.5576787216762045,2.6175851129001018,30.733302269539355,0.8873406789333084,0.6349084227225957,1.3143898046688829,2.1511039627127353,1.186161872418618,0.49583918419707296,0.3544254833987881,0.25149700598802394
heterogeneous K,mixed4,Theis confined,664,0.35021376160715767,1.4413514336827677,2.642808065698458,1.2812407917087791,0.013756546748528687,0.926379527973828,1.1657020907092286,1.0394081731622884,0.35021376160715767,1.4413514336827677,2.642808065698458,1.2812407917087791,-0.33645721485862895,0.8899235541223548,1.0989667872471907,0.8152038401755445,0.6271941801605599,0.3872050228160311,0.0783132530120482
heterogeneous K,mixed4,Hantush-Jacob leaky,664,-0.2195822488913323,1.9973824259068274,7.282159275694626,1.153243914517504,-0.6556422102515056,1.8996072385541614,5.992572741867567,0.9712850876552158,-0.2195822488913323,1.9973824259068274,7.282159275694626,1.153243914517504,-0.43605996136017333,1.4868077681391318,2.8497654633713054,0.8451917474317806,0.6270689203220075,0.3919048173958293,0.8569277108433735
heterogeneous K,mixed4,Lagging Darcy no-leakage,664,-0.5043376089241223,1.976537268498168,6.98101250781877,0.8944962839089148,-0.05550559370267497,1.2152083236904336,1.8380994995677717,1.1024040013413654,-0.5043376089241223,1.976537268498168,6.98101250781877,0.8944962839089148,0.44883201522144733,1.0355534933022856,1.386470401926744,1.297860325518404,0.5353709701549597,0.36269366446785256,0.21686746987951808
heterogeneous K,mixed4,Lagging Darcy with leakage,664,-1.5352322451657223,2.5646078795787073,26.786832507069384,0.7052938406198834,-0.9619390878866375,1.818082643237561,5.124462019164724,0.9416398372780014,-1.5352322451657223,2.5646078795787073,26.786832507069384,0.7052938406198834,0.5732931572790849,1.5416287565216462,3.125449659609823,1.5107532190511759,0.5328401146039813,0.3624966712244708,0.25903614457831325
heterogeneous K,near4,Theis confined,664,0.18157250426725127,0.372153764474339,0.3854190861010819,1.1951635254458663,0.02716100744761258,0.23071084983887624,0.23381520733221992,1.0111289046428704,0.18157250426725127,0.372153764474339,0.3854190861010819,1.1951635254458663,-0.15441149681963867,0.48914422422470943,0.5199148066099074,0.8441264620792284,0.4593649580956862,0.29976358892959587,0.0
heterogeneous K,near4,Hantush-Jacob leaky,664,0.09959442270922869,0.5018549446082374,0.5351764656988167,1.1476994419886064,-0.016466304913715788,0.31349299393687774,0.32135540121951034,0.9928163265687351,0.09959442270922869,0.5018549446082374,0.5351764656988167,1.1476994419886064,-0.11606072762294448,0.49207555322946694,0.523421851419746,0.8636500666403143,0.47340006109378946,0.31614505038108504,0.9231927710843374
heterogeneous K,near4,Lagging Darcy no-leakage,664,-0.1980409398152292,0.6163985833085063,0.6798583695100734,0.9373081911246058,0.14450486970611656,0.26814608707697285,0.27303915684471985,1.1296527333186925,-0.1980409398152292,0.6163985833085063,0.6798583695100734,0.9373081911246058,0.3425458095213458,0.6181994201080616,0.6822477254117514,1.2311969192135885,0.3575005824463017,0.2485504531862634,0.04066265060240964
heterogeneous K,near4,Lagging Darcy with leakage,664,-0.9992049488531425,1.9703834110281528,6.895005173632342,0.8671734123331681,-0.39535260770176844,1.1855762187271743,1.7544047334647614,1.0623299593074371,-0.9992049488531425,1.9703834110281528,6.895005173632342,0.8671734123331681,0.6038523411513741,0.9254031237808669,1.1638729260510496,1.3337006769192397,0.35365400390691026,0.24644592063066,0.1355421686746988
heterogeneous K,sparse3,Theis confined,498,0.41917591662418396,0.9492156933171396,1.209168983205788,1.283117640860173,0.08038566880674744,0.5273504278278864,0.5662298445095614,1.0446569848412761,0.41917591662418396,0.9492156933171396,1.209168983205788,1.283117640860173,-0.33879024781743655,0.8850238913510436,1.090234571417316,0.8116089894224258,0.5711710425340145,0.3642313887944802,0.0321285140562249
heterogeneous K,sparse3,Hantush-Jacob leaky,498,0.12455630118188292,1.516060222904072,2.9930955402599677,1.2346483476139667,-0.25534193744546446,1.2537416177705922,1.9533652030678468,1.005161242662858,0.12455630118188292,1.516060222904072,2.9930955402599677,1.2346483476139667,-0.37989823862734734,1.2681243599442658,1.9983772448695016,0.832864224344133,0.5689291814781385,0.36615310023025915,0.8614457831325302
heterogeneous K,sparse3,Lagging Darcy no-leakage,498,-0.6077277981023501,1.9143947634574443,6.168672161122198,0.9372832253285008,-0.14478501076986788,1.0513425931030727,1.4213354792790323,1.0760740263149615,-0.6077277981023501,1.9143947634574443,6.168672161122198,0.9372832253285008,0.46294278733248223,1.0554135963882831,1.4304576113613992,1.2199062904076834,0.48938696218731326,0.3453523986622511,0.1606425702811245
heterogeneous K,sparse3,Lagging Darcy with leakage,498,-1.5425893733917393,2.5474394078791796,25.63512539033918,0.8332865025256935,-0.8772776692386465,1.7209829535543208,4.281634934290192,0.972265402284767,-1.5425893733917393,2.5474394078791796,25.63512539033918,0.8332865025256935,0.6653117041530926,1.3345843303414164,2.221817698063858,1.3197687346638574,0.486307125878617,0.3427018393281752,0.2570281124497992
