scenario_id,scenario_class,well,radius_m,pathway,truth_T_ref_m2_s,truth_S_ref,T_fit_m2_s,S_fit,tau_q_fit_s,tau_s_fit_s,leakage_B_fit_m,lnM_T,lnM_S,lnM_capacity,lnM_response_time,bias_eta,sd_eta,cov_response_model_factor,rmse_m,aic,bic,parameter_count,boundary_hit
mf6_leakage_01,vertical leakage,R100N,100.0,Theis confined,5e-05,0.001,0.0003386105164994089,0.0035550594148309736,,,,1.9128275225582412,1.2683717761481657,1.9128275225582412,-0.6444557464100755,-0.0051171532743362145,0.07599934102522363,0.07610921433793914,0.002002694557620106,-141.20067615813736,-138.53626713778695,2,False
mf6_leakage_01,vertical leakage,R100N,100.0,Hantush-Jacob leaky,5e-05,0.001,0.00012934774798349356,0.0018562767381819034,,,69.28165631373385,0.9504814927971602,0.6185727278728896,0.9504814927971602,-0.3319087649242706,0.002042149817713976,0.01076446448562839,0.010764776322721948,0.0001383345792124899,-247.75653549418314,-243.75992196365752,3,False
mf6_leakage_01,vertical leakage,R100N,100.0,Lagging Darcy no-leakage,5e-05,0.001,0.0010138857583740603,0.0010930867748389016,74069.10108195037,7642.066815073225,,3.0095225080504964,0.08900559747847699,3.0095225080504964,-2.9205169105720192,0.00039610702709694495,0.012254980635693661,0.012255440777279051,0.0003529268215953171,-239.49005404831505,-234.16123600761424,4,False
mf6_leakage_01,vertical leakage,R100N,100.0,Lagging Darcy with leakage,5e-05,0.001,8.94198952205227e-05,0.001494330535282075,799.3354952052306,1168.6176999277816,56.864031414298445,0.5813201936091951,0.40167830406226757,0.5813201936091951,-0.17964188954692756,-4.759393166641408e-05,0.0005434912150074451,0.0005434912552067983,1.3693144365039614e-05,-411.7763331931012,-405.1153106422252,5,False
mf6_boundary_00,constant head boundary,R20E,20.0,Theis confined,5e-05,0.001,5.983520531304692e-05,0.0009375173263544747,,,,0.17957119991169251,-0.06452003986357795,0.17957119991169251,-0.24409123977527056,0.034531933240214696,0.13029976819163455,0.130854787729653,0.02630530448180009,-109.17310938299956,-106.50870036264915,2,False
mf6_boundary_00,constant head boundary,R20E,20.0,Hantush-Jacob leaky,5e-05,0.001,5.803512309125563e-05,0.0009248350286595834,,,99999.99999999824,0.14902539237331505,-0.07813990477054464,0.14902539237331505,-0.22716529714385983,0.03597805407201369,0.13956994408876844,0.14025240815043044,0.035021305713537045,-103.42698210819269,-99.43036857766708,3,True
mf6_boundary_00,constant head boundary,R20E,20.0,Lagging Darcy no-leakage,5e-05,0.001,5.144790136233971e-05,0.0010178604814976727,10.965058815015963,68.74352713065366,,0.028546666172359406,0.017702857161910387,0.028546666172359406,-0.010843809010448903,0.0009272322004256183,0.012083882859167443,0.012084323995410868,0.002813192159138419,-240.13727703952165,-234.80845899882084,4,False
mf6_boundary_00,constant head boundary,R20E,20.0,Lagging Darcy with leakage,5e-05,0.001,5.1448407306394e-05,0.0010178516997413607,10.942358379212578,68.71124709904062,34837.407059249694,0.02855650022881557,0.017694229462579508,0.02855650022881557,-0.010862270766236273,0.0009240337032788241,0.012084303459987792,0.012084744642299642,0.0028147978497980895,-238.13651000250786,-231.47548745163184,5,False
mf6_boundary_00,constant head boundary,R50E,50.0,Theis confined,5e-05,0.001,5.935701719032156e-05,0.001010811346884882,,,,0.17154734267923902,0.010753322116779894,0.17154734267923902,-0.16079402056245912,0.01017486133605826,0.05645033859399836,0.05649534020127733,0.007981336191543358,-157.05654356209587,-154.39213454174546,2,False
mf6_boundary_00,constant head boundary,R50E,50.0,Hantush-Jacob leaky,5e-05,0.001,5.929609243313797e-05,0.0010102695932223274,,,99999.9999995513,0.17052040351630898,0.010217219217802222,0.17052040351630898,-0.16030318429850665,0.010207154934688772,0.056702205387591735,0.05674781231384738,0.008110371351125491,-154.80958063034055,-150.81296709981493,3,True
mf6_boundary_00,constant head boundary,R50E,50.0,Lagging Darcy no-leakage,5e-05,0.001,5.20175274372583e-05,0.0010314730508278666,416.7271942312774,648.8083674119533,,0.03955772246038592,0.030987926990944395,0.03955772246038592,-0.008569795469441591,0.0005397156724864012,0.004996341747551769,0.004996372929178309,0.0008593357097918238,-289.42826060645183,-284.099442565751,4,False
mf6_boundary_00,constant head boundary,R50E,50.0,Lagging Darcy with leakage,5e-05,0.001,5.201619021187903e-05,0.0010314783308670555,417.05621301837374,649.2250531328448,24756.56942362404,0.039532014922299935,0.030993045908661625,0.039532014922299935,-0.008538969013638353,0.0005413030746160928,0.0049965420992341015,0.0049965732845944875,0.0008586057871587446,-287.424069972467,-280.763047421591,5,False
mf6_boundary_00,constant head boundary,R100E,100.0,Theis confined,5e-05,0.001,6.408293014046058e-05,0.0010679170171484294,,,,0.24815502257338096,0.06571003822003271,0.24815502257338096,-0.18244498435334824,0.006352746267549545,0.03685357511274042,0.036866092156653076,0.002615366882008947,-181.0134571992916,-178.3490481789412,2,False
mf6_boundary_00,constant head boundary,R100E,100.0,Hantush-Jacob leaky,5e-05,0.001,6.408255111275385e-05,0.0010679133319170576,,,99999.99998076243,0.24814910791206926,0.06570658735477701,0.24814910791206926,-0.18244252055729213,0.006352876418116083,0.03685449535380275,0.036867013335576536,0.002615544945951164,-179.012066390024,-175.01545285949837,3,True
mf6_boundary_00,constant head boundary,R100E,100.0,Lagging Darcy no-leakage,5e-05,0.001,5.35231220094973e-05,0.0010388268304226274,1590.6096955750145,2316.713053773792,,0.06809074220128057,0.03809202875807494,0.06809074220128057,-0.029998713443205448,0.00021870729632101517,0.0024632214567514095,0.0024632251931091557,0.00020052509699448187,-329.1422849618827,-323.8134669211819,4,False
mf6_boundary_00,constant head boundary,R100E,100.0,Lagging Darcy with leakage,5e-05,0.001,5.352372609507947e-05,0.001038827011417503,1590.2126792165857,2316.2195355616204,81904.03856265958,0.0681020285790277,0.03809220298813376,0.0681020285790277,-0.030009825590893876,0.00021838588966820462,0.002463273863347287,0.0024632775999781386,0.00020063964501988642,-327.1417700455124,-320.4807474946364,5,False
mf6_boundary_00,constant head boundary,R100N,100.0,Theis confined,5e-05,0.001,6.408292984887817e-05,0.0010679170141026006,,,,0.24815501802330167,0.06571003536791158,0.24815501802330167,-0.18244498265539008,0.006352746348865758,0.03685357590022318,0.03686609294494077,0.0026153670366204887,-181.013456017033,-178.3490469966826,2,False
mf6_boundary_00,constant head boundary,R100N,100.0,Hantush-Jacob leaky,5e-05,0.001,6.4082550836801e-05,0.0010679133290213381,,,99999.99998091058,0.24814910360586037,0.06570658464320916,0.24814910360586037,-0.1824425189626512,0.006352876516389621,0.03685449613828454,0.03686701412085719,0.002615545106941991,-179.01206520774997,-175.01545167722435,3,True
mf6_boundary_00,constant head boundary,R100N,100.0,Lagging Darcy no-leakage,5e-05,0.001,5.3523265317535603e-05,0.0010388269782337879,1590.5060755382535,2316.5864832444036,,0.06809341969543745,0.03809217104468671,0.06809341969543745,-0.03000124865075085,0.0002186161182251202,0.0024632305776964136,0.00246323431411755,0.0002005496029951253,-329.1422685623301,-323.8134505216293,4,False
mf6_boundary_00,constant head boundary,R100N,100.0,Lagging Darcy with leakage,5e-05,0.001,5.352381581774172e-05,0.0010388268210431535,1590.1206062387205,2316.1079207612374,95646.15692965721,0.06810370489332022,0.03809201972916499,0.06810370489332022,-0.030011685164155293,0.00021824907786062165,0.002463281749943051,0.002463285486618464,0.00020064564744965658,-327.14187576035226,-320.48085320947627,5,False
mf6_boundary_01,constant head boundary,R20E,20.0,Theis confined,5e-05,0.001,6.254993058252353e-05,0.0009609727342373487,,,,0.22394212169236813,-0.03980924269598049,0.22394212169236813,-0.2637513643883487,0.03312423592153279,0.12156506721816146,0.12201557716887286,0.01791864046532885,-112.95048882227822,-110.28607980192781,2,False
mf6_boundary_01,constant head boundary,R20E,20.0,Hantush-Jacob leaky,5e-05,0.001,6.067099780338249e-05,0.0009476828709901137,,,99999.99999961366,0.1934427827956737,-0.05373535696487308,0.1934427827956737,-0.2471781397605469,0.034490308688915366,0.12848392568186728,0.12901601084993086,0.02472366531639811,-107.9096501156788,-103.9130365851532,3,True
mf6_boundary_01,constant head boundary,R20E,20.0,Lagging Darcy no-leakage,5e-05,0.001,5.4682712284237325e-05,0.0010348510254068067,1.7342300878934063,51.15617835400868,,0.0895246080547246,0.0342574795524186,0.0895246080547246,-0.05526712850230591,0.0005956374376659596,0.013690280621770759,0.013690922117867425,0.006333429709006337,-233.26325416999646,-227.93443612929565,4,False
mf6_boundary_01,constant head boundary,R20E,20.0,Lagging Darcy with leakage,5e-05,0.001,5.285699883829218e-05,0.0010254568176788416,7.076387558511382,61.134220508596606,189.62078375737622,0.05556712647014005,0.025138189090652824,0.05556712647014005,-0.0304289373794873,0.0007704869150092143,0.009857967095155417,0.009858206598118273,0.0018883407930085838,-249.532089404967,-242.87106685409097,5,False
mf6_boundary_01,constant head boundary,R50E,50.0,Theis confined,5e-05,0.001,6.585610468055238e-05,0.001082595668293515,,,,0.27544912431923124,0.0793615541659325,0.27544912431923124,-0.19608757015329886,0.008471954720145917,0.043313827251071295,0.04333415032739892,0.0032959647789669072,-171.72875453679916,-169.06434551644875,2,False
mf6_boundary_01,constant head boundary,R50E,50.0,Hantush-Jacob leaky,5e-05,0.001,6.578798055972642e-05,0.001081982527540623,,,99999.99995566251,0.27441414995205515,0.07879503199503488,0.27441414995205515,-0.19561911795702036,0.008499601529706668,0.043397248893407736,0.04341768965247325,0.0033153987160407044,-169.61814913825162,-165.621535607726,3,True
mf6_boundary_01,constant head boundary,R50E,50.0,Lagging Darcy no-leakage,5e-05,0.001,6.0520711178715896e-05,0.001096707802406079,156.11573205991772,283.30163791222895,,0.19096263455838958,0.09231278519847336,0.19096263455838958,-0.09864984935991619,-8.292446929153331e-05,0.010058026849690671,0.01005828123237215,0.0026813675336484553,-250.58183957445044,-245.25302153374963,4,False
mf6_boundary_01,constant head boundary,R50E,50.0,Lagging Darcy with leakage,5e-05,0.001,5.491762163364822e-05,0.0010543706713737801,324.60102567282934,515.0938532893232,174.473846809239,0.09381126851874634,0.05294406891432073,0.09381126851874634,-0.040867199604425655,0.00030714404193177356,0.002687255175411195,0.0026872600268124437,0.00037603740093745096,-322.1186685560137,-315.4576460051377,5,False
mf6_boundary_01,constant head boundary,R100E,100.0,Theis confined,5e-05,0.001,7.914840043386109e-05,0.0012478998896028148,,,,0.45930157139410965,0.22146205006529604,0.45930157139410965,-0.23783952132881356,0.004504340055279267,0.022864350994166453,0.022867339567691946,0.0007312385260178208,-207.49132471068296,-204.82691569033256,2,False
mf6_boundary_01,constant head boundary,R100E,100.0,Hantush-Jacob leaky,5e-05,0.001,7.914786631974814e-05,0.0012478948288134606,,,99999.99989793375,0.45929482310971964,0.22145799461208354,0.45929482310971964,-0.2378368284976362,0.0045044626450708395,0.02286473153216088,0.022867720254918095,0.0007312872172952023,-205.49036978725815,-201.49375625673252,3,True
mf6_boundary_01,constant head boundary,R100E,100.0,Lagging Darcy no-leakage,5e-05,0.001,7.265532807008498e-05,0.0012328616895939369,353.40638173236744,646.7256293510384,,0.37370372078521613,0.2093380440004948,0.37370372078521613,-0.16436567678472133,-0.00021548038953128574,0.006226117012132431,0.006226177350745946,0.0006283627387345667,-277.40767045601234,-272.07885241531153,4,False
mf6_boundary_01,constant head boundary,R100E,100.0,Lagging Darcy with leakage,5e-05,0.001,5.990776095912258e-05,0.0011080119802571989,1198.2233665275787,1751.8555496244944,176.529343861009,0.18078305656121516,0.10256740077313448,0.18078305656121516,-0.07821565578808073,5.572104028571508e-05,0.0008415328721786971,0.0008415330211670417,5.3955892564407144e-05,-387.3872636144383,-380.7262410635623,5,False
mf6_boundary_01,constant head boundary,R100N,100.0,Theis confined,5e-05,0.001,7.914839996174236e-05,0.0012478998850153364,,,,0.45930156542912826,0.22146204638913705,0.45930156542912826,-0.23783951903999126,0.004504340147941289,0.022864351529828752,0.022867340103564317,0.0007312385988286561,-207.4913234049123,-204.8269143845619,2,False
