scenario_id,scenario_class,obs_layout,duration_days,dx_m,domain_m,sigma_ln_k,sigma_ln_s,leakage_b_m,boundary_type,support_effective_radius_m,support_diffusion_radius_m,support_observation_max_radius_m,support_leakage_limit_m,support_boundary_limit_m,support_target_spread,fixed_radius_130m_T_ratio_to_effective,fixed_130m_reference_status
mega_homogeneous_confined_00000,homogeneous confined,dense5,2.0,7.5,1005.0,0.0,0.0,,none,139.4274004634673,139.4274004634673,200.0,,495.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00001,homogeneous confined,sparse3,2.0,5.0,605.0,0.0,0.0,,none,139.4274004634673,139.4274004634673,200.0,,297.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00002,homogeneous confined,far4,5.0,7.5,1005.0,0.0,0.0,,none,220.4540768504865,220.4540768504865,200.0,,495.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00003,homogeneous confined,dense5,5.0,7.5,605.0,0.0,0.0,,none,220.4540768504864,220.4540768504864,200.0,,295.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00004,homogeneous confined,far4,1.0,10.0,605.0,0.0,0.0,,none,100.0,98.59006035092999,200.0,,292.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00005,homogeneous confined,dense5,5.0,10.0,805.0,0.0,0.0,,none,220.4540768504864,220.4540768504864,200.0,,392.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00006,homogeneous confined,standard4,10.0,10.0,405.0,0.0,0.0,,none,192.5,311.76914536239855,100.0,,192.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00007,homogeneous confined,near4,5.0,5.0,805.0,0.0,0.0,,none,220.4540768504865,220.4540768504865,50.0,,397.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00008,homogeneous confined,far4,10.0,5.0,805.0,0.0,0.0,,none,311.76914536239855,311.76914536239855,200.0,,397.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00009,homogeneous confined,standard4,10.0,7.5,405.0,0.0,0.0,,none,195.0,311.7691453623984,100.0,,195.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00010,homogeneous confined,sparse3,10.0,7.5,1205.0,0.0,0.0,,none,311.76914536239855,311.76914536239855,200.0,,595.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00011,homogeneous confined,sparse3,10.0,10.0,1005.0,0.0,0.0,,none,311.76914536239855,311.76914536239855,200.0,,492.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00012,homogeneous confined,mixed4,1.0,7.5,605.0,0.0,0.0,,none,100.0,98.59006035093006,200.0,,295.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00013,homogeneous confined,sparse3,2.0,10.0,1005.0,0.0,0.0,,none,139.4274004634673,139.4274004634673,200.0,,492.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00014,homogeneous confined,mixed4,2.0,10.0,1205.0,0.0,0.0,,none,139.4274004634673,139.4274004634673,200.0,,592.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00015,homogeneous confined,far4,2.0,10.0,1205.0,0.0,0.0,,none,139.4274004634673,139.4274004634673,200.0,,592.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00016,homogeneous confined,mixed4,2.0,5.0,1005.0,0.0,0.0,,none,139.42740046346736,139.42740046346736,200.0,,497.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00017,homogeneous confined,standard4,2.0,5.0,805.0,0.0,0.0,,none,139.4274004634673,139.4274004634673,100.0,,397.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00018,homogeneous confined,dense5,2.0,10.0,1205.0,0.0,0.0,,none,139.4274004634673,139.4274004634673,200.0,,592.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00019,homogeneous confined,mixed4,10.0,10.0,1205.0,0.0,0.0,,none,311.76914536239855,311.76914536239855,200.0,,592.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00020,homogeneous confined,sparse3,5.0,5.0,605.0,0.0,0.0,,none,220.4540768504865,220.4540768504865,200.0,,297.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00021,homogeneous confined,far4,10.0,7.5,1005.0,0.0,0.0,,none,311.76914536239855,311.76914536239855,200.0,,495.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00022,homogeneous confined,far4,1.0,5.0,1005.0,0.0,0.0,,none,100.0,98.59006035093014,200.0,,497.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00023,homogeneous confined,mixed4,10.0,5.0,1205.0,0.0,0.0,,none,311.76914536239894,311.76914536239894,200.0,,597.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00024,homogeneous confined,near4,5.0,7.5,805.0,0.0,0.0,,none,220.4540768504864,220.4540768504864,50.0,,395.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00025,homogeneous confined,dense5,10.0,10.0,605.0,0.0,0.0,,none,292.5,311.76914536239815,200.0,,292.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00026,homogeneous confined,sparse3,5.0,5.0,605.0,0.0,0.0,,none,220.4540768504865,220.4540768504865,200.0,,297.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00027,homogeneous confined,sparse3,2.0,7.5,605.0,0.0,0.0,,none,139.42740046346722,139.42740046346722,200.0,,295.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00028,homogeneous confined,dense5,10.0,10.0,1205.0,0.0,0.0,,none,311.76914536239855,311.76914536239855,200.0,,592.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00029,homogeneous confined,near4,2.0,10.0,1005.0,0.0,0.0,,none,139.4274004634673,139.4274004634673,50.0,,492.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00030,homogeneous confined,mixed4,2.0,7.5,805.0,0.0,0.0,,none,139.42740046346722,139.42740046346722,200.0,,395.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00031,homogeneous confined,near4,10.0,7.5,1205.0,0.0,0.0,,none,311.76914536239855,311.76914536239855,50.0,,595.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00032,homogeneous confined,far4,1.0,10.0,805.0,0.0,0.0,,none,100.0,98.59006035093006,200.0,,392.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00033,homogeneous confined,far4,10.0,10.0,1205.0,0.0,0.0,,none,311.76914536239855,311.76914536239855,200.0,,592.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00034,homogeneous confined,sparse3,2.0,5.0,1005.0,0.0,0.0,,none,139.42740046346736,139.42740046346736,200.0,,497.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00035,homogeneous confined,mixed4,5.0,5.0,1205.0,0.0,0.0,,none,220.45407685048679,220.45407685048679,200.0,,597.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00036,homogeneous confined,far4,1.0,10.0,1205.0,0.0,0.0,,none,100.0,98.5900603509301,200.0,,592.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00037,homogeneous confined,standard4,10.0,5.0,1205.0,0.0,0.0,,none,311.76914536239894,311.76914536239894,100.0,,597.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00038,homogeneous confined,dense5,2.0,10.0,1205.0,0.0,0.0,,none,139.4274004634673,139.4274004634673,200.0,,592.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00039,homogeneous confined,mixed4,10.0,5.0,605.0,0.0,0.0,,none,297.5,311.76914536239855,200.0,,297.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00040,homogeneous confined,far4,5.0,10.0,605.0,0.0,0.0,,none,220.45407685048622,220.45407685048622,200.0,,292.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00041,homogeneous confined,far4,10.0,10.0,805.0,0.0,0.0,,none,311.7691453623984,311.7691453623984,200.0,,392.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00042,homogeneous confined,dense5,2.0,10.0,1005.0,0.0,0.0,,none,139.4274004634673,139.4274004634673,200.0,,492.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00043,homogeneous confined,mixed4,2.0,10.0,1205.0,0.0,0.0,,none,139.4274004634673,139.4274004634673,200.0,,592.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00044,homogeneous confined,far4,5.0,5.0,605.0,0.0,0.0,,none,220.4540768504865,220.4540768504865,200.0,,297.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00045,homogeneous confined,mixed4,10.0,10.0,805.0,0.0,0.0,,none,311.7691453623984,311.7691453623984,200.0,,392.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00046,homogeneous confined,near4,2.0,5.0,1005.0,0.0,0.0,,none,139.42740046346736,139.42740046346736,50.0,,497.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00047,homogeneous confined,sparse3,10.0,7.5,1005.0,0.0,0.0,,none,311.76914536239855,311.76914536239855,200.0,,495.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00048,homogeneous confined,mixed4,10.0,5.0,605.0,0.0,0.0,,none,297.5,311.76914536239855,200.0,,297.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00049,homogeneous confined,near4,1.0,10.0,1205.0,0.0,0.0,,none,98.5900603509301,98.5900603509301,50.0,,592.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00050,homogeneous confined,far4,2.0,10.0,605.0,0.0,0.0,,none,139.42740046346714,139.42740046346714,200.0,,292.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00051,homogeneous confined,near4,2.0,5.0,605.0,0.0,0.0,,none,139.4274004634673,139.4274004634673,50.0,,297.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00052,homogeneous confined,standard4,1.0,5.0,405.0,0.0,0.0,,none,98.59006035093006,98.59006035093006,100.0,,197.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00053,homogeneous confined,mixed4,2.0,7.5,1205.0,0.0,0.0,,none,139.4274004634673,139.4274004634673,200.0,,595.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00054,homogeneous confined,far4,10.0,10.0,1205.0,0.0,0.0,,none,311.76914536239855,311.76914536239855,200.0,,592.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00055,homogeneous confined,far4,2.0,10.0,1205.0,0.0,0.0,,none,139.4274004634673,139.4274004634673,200.0,,592.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00056,homogeneous confined,sparse3,10.0,5.0,805.0,0.0,0.0,,none,311.76914536239855,311.76914536239855,200.0,,397.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00057,homogeneous confined,mixed4,1.0,10.0,1005.0,0.0,0.0,,none,100.0,98.5900603509301,200.0,,492.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00058,homogeneous confined,far4,1.0,5.0,805.0,0.0,0.0,,none,100.0,98.5900603509301,200.0,,397.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00059,homogeneous confined,standard4,5.0,7.5,805.0,0.0,0.0,,none,220.4540768504864,220.4540768504864,100.0,,395.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00060,homogeneous confined,dense5,2.0,10.0,1005.0,0.0,0.0,,none,139.4274004634673,139.4274004634673,200.0,,492.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00061,homogeneous confined,near4,2.0,5.0,405.0,0.0,0.0,,none,139.42740046346722,139.42740046346722,50.0,,197.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00062,homogeneous confined,dense5,5.0,7.5,1005.0,0.0,0.0,,none,220.4540768504865,220.4540768504865,200.0,,495.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00063,homogeneous confined,standard4,5.0,10.0,1005.0,0.0,0.0,,none,220.4540768504865,220.4540768504865,100.0,,492.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00064,homogeneous confined,standard4,5.0,7.5,805.0,0.0,0.0,,none,220.4540768504864,220.4540768504864,100.0,,395.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00065,homogeneous confined,mixed4,1.0,7.5,605.0,0.0,0.0,,none,100.0,98.59006035093006,200.0,,295.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00066,homogeneous confined,dense5,2.0,10.0,805.0,0.0,0.0,,none,139.42740046346722,139.42740046346722,200.0,,392.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00067,homogeneous confined,mixed4,10.0,7.5,1005.0,0.0,0.0,,none,311.76914536239855,311.76914536239855,200.0,,495.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00068,homogeneous confined,far4,10.0,5.0,805.0,0.0,0.0,,none,311.76914536239855,311.76914536239855,200.0,,397.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00069,homogeneous confined,near4,5.0,10.0,1205.0,0.0,0.0,,none,220.4540768504865,220.4540768504865,50.0,,592.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00070,homogeneous confined,dense5,10.0,5.0,605.0,0.0,0.0,,none,297.5,311.76914536239855,200.0,,297.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00071,homogeneous confined,dense5,2.0,10.0,1005.0,0.0,0.0,,none,139.4274004634673,139.4274004634673,200.0,,492.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00072,homogeneous confined,standard4,1.0,7.5,605.0,0.0,0.0,,none,98.59006035093006,98.59006035093006,100.0,,295.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00073,homogeneous confined,sparse3,1.0,10.0,1205.0,0.0,0.0,,none,100.0,98.5900603509301,200.0,,592.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00074,homogeneous confined,mixed4,5.0,5.0,805.0,0.0,0.0,,none,220.4540768504865,220.4540768504865,200.0,,397.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00075,homogeneous confined,far4,2.0,10.0,605.0,0.0,0.0,,none,139.42740046346714,139.42740046346714,200.0,,292.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00076,homogeneous confined,near4,10.0,10.0,605.0,0.0,0.0,,none,292.5,311.76914536239815,50.0,,292.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00077,homogeneous confined,near4,5.0,7.5,1005.0,0.0,0.0,,none,220.4540768504865,220.4540768504865,50.0,,495.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00078,homogeneous confined,standard4,2.0,7.5,1005.0,0.0,0.0,,none,139.4274004634673,139.4274004634673,100.0,,495.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00079,homogeneous confined,mixed4,2.0,5.0,1005.0,0.0,0.0,,none,139.42740046346736,139.42740046346736,200.0,,497.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00080,homogeneous confined,mixed4,2.0,5.0,605.0,0.0,0.0,,none,139.4274004634673,139.4274004634673,200.0,,297.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00081,homogeneous confined,mixed4,5.0,5.0,1005.0,0.0,0.0,,none,220.4540768504866,220.4540768504866,200.0,,497.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00082,homogeneous confined,far4,10.0,10.0,1205.0,0.0,0.0,,none,311.76914536239855,311.76914536239855,200.0,,592.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00083,homogeneous confined,mixed4,5.0,10.0,1205.0,0.0,0.0,,none,220.4540768504865,220.4540768504865,200.0,,592.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00084,homogeneous confined,dense5,5.0,10.0,1205.0,0.0,0.0,,none,220.4540768504865,220.4540768504865,200.0,,592.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00085,homogeneous confined,dense5,2.0,7.5,605.0,0.0,0.0,,none,139.42740046346722,139.42740046346722,200.0,,295.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00086,homogeneous confined,sparse3,5.0,10.0,605.0,0.0,0.0,,none,220.45407685048622,220.45407685048622,200.0,,292.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00087,homogeneous confined,mixed4,10.0,7.5,1205.0,0.0,0.0,,none,311.76914536239855,311.76914536239855,200.0,,595.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00088,homogeneous confined,sparse3,5.0,7.5,1205.0,0.0,0.0,,none,220.4540768504865,220.4540768504865,200.0,,595.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00089,homogeneous confined,mixed4,1.0,5.0,805.0,0.0,0.0,,none,100.0,98.5900603509301,200.0,,397.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00090,homogeneous confined,standard4,2.0,10.0,605.0,0.0,0.0,,none,139.42740046346714,139.42740046346714,100.0,,292.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00091,homogeneous confined,sparse3,10.0,7.5,1005.0,0.0,0.0,,none,311.76914536239855,311.76914536239855,200.0,,495.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00092,homogeneous confined,dense5,2.0,7.5,805.0,0.0,0.0,,none,139.42740046346722,139.42740046346722,200.0,,395.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00093,homogeneous confined,far4,2.0,10.0,605.0,0.0,0.0,,none,139.42740046346714,139.42740046346714,200.0,,292.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00094,homogeneous confined,far4,1.0,7.5,1205.0,0.0,0.0,,none,100.0,98.5900603509301,200.0,,595.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00095,homogeneous confined,near4,2.0,5.0,1205.0,0.0,0.0,,none,139.42740046346748,139.42740046346748,50.0,,597.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00096,homogeneous confined,mixed4,10.0,7.5,1005.0,0.0,0.0,,none,311.76914536239855,311.76914536239855,200.0,,495.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00097,homogeneous confined,standard4,1.0,10.0,1205.0,0.0,0.0,,none,98.5900603509301,98.5900603509301,100.0,,592.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00098,homogeneous confined,mixed4,2.0,10.0,605.0,0.0,0.0,,none,139.42740046346714,139.42740046346714,200.0,,292.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00099,homogeneous confined,sparse3,10.0,5.0,1205.0,0.0,0.0,,none,311.76914536239894,311.76914536239894,200.0,,597.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00100,homogeneous confined,mixed4,5.0,7.5,1005.0,0.0,0.0,,none,220.4540768504865,220.4540768504865,200.0,,495.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00101,homogeneous confined,near4,10.0,7.5,1205.0,0.0,0.0,,none,311.76914536239855,311.76914536239855,50.0,,595.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00102,homogeneous confined,far4,5.0,10.0,1005.0,0.0,0.0,,none,220.4540768504865,220.4540768504865,200.0,,492.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00103,homogeneous confined,dense5,1.0,7.5,1205.0,0.0,0.0,,none,100.0,98.5900603509301,200.0,,595.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00104,homogeneous confined,standard4,10.0,5.0,405.0,0.0,0.0,,none,197.5,311.7691453623984,100.0,,197.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00105,homogeneous confined,standard4,10.0,10.0,805.0,0.0,0.0,,none,311.7691453623984,311.7691453623984,100.0,,392.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00106,homogeneous confined,near4,5.0,10.0,605.0,0.0,0.0,,none,220.45407685048622,220.45407685048622,50.0,,292.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00107,homogeneous confined,mixed4,2.0,5.0,805.0,0.0,0.0,,none,139.4274004634673,139.4274004634673,200.0,,397.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00108,homogeneous confined,sparse3,5.0,5.0,1005.0,0.0,0.0,,none,220.4540768504866,220.4540768504866,200.0,,497.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00109,homogeneous confined,sparse3,5.0,5.0,1205.0,0.0,0.0,,none,220.45407685048679,220.45407685048679,200.0,,597.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00110,homogeneous confined,sparse3,2.0,7.5,605.0,0.0,0.0,,none,139.42740046346722,139.42740046346722,200.0,,295.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00111,homogeneous confined,mixed4,2.0,5.0,1005.0,0.0,0.0,,none,139.42740046346736,139.42740046346736,200.0,,497.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00112,homogeneous confined,mixed4,1.0,7.5,1005.0,0.0,0.0,,none,100.0,98.5900603509301,200.0,,495.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00113,homogeneous confined,standard4,5.0,10.0,1205.0,0.0,0.0,,none,220.4540768504865,220.4540768504865,100.0,,592.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00114,homogeneous confined,near4,5.0,5.0,805.0,0.0,0.0,,none,220.4540768504865,220.4540768504865,50.0,,397.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00115,homogeneous confined,far4,10.0,10.0,605.0,0.0,0.0,,none,292.5,311.76914536239815,200.0,,292.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00116,homogeneous confined,mixed4,2.0,10.0,605.0,0.0,0.0,,none,139.42740046346714,139.42740046346714,200.0,,292.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00117,homogeneous confined,standard4,5.0,7.5,805.0,0.0,0.0,,none,220.4540768504864,220.4540768504864,100.0,,395.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00118,homogeneous confined,standard4,10.0,10.0,605.0,0.0,0.0,,none,292.5,311.76914536239815,100.0,,292.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00119,homogeneous confined,mixed4,5.0,10.0,805.0,0.0,0.0,,none,220.4540768504864,220.4540768504864,200.0,,392.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00120,homogeneous confined,standard4,1.0,5.0,1005.0,0.0,0.0,,none,98.59006035093014,98.59006035093014,100.0,,497.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00121,homogeneous confined,dense5,1.0,10.0,1205.0,0.0,0.0,,none,100.0,98.5900603509301,200.0,,592.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00122,homogeneous confined,near4,10.0,10.0,1205.0,0.0,0.0,,none,311.76914536239855,311.76914536239855,50.0,,592.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00123,homogeneous confined,far4,1.0,7.5,1205.0,0.0,0.0,,none,100.0,98.5900603509301,200.0,,595.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00124,homogeneous confined,mixed4,10.0,10.0,605.0,0.0,0.0,,none,292.5,311.76914536239815,200.0,,292.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00125,homogeneous confined,sparse3,5.0,5.0,1205.0,0.0,0.0,,none,220.45407685048679,220.45407685048679,200.0,,597.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00126,homogeneous confined,mixed4,2.0,10.0,1005.0,0.0,0.0,,none,139.4274004634673,139.4274004634673,200.0,,492.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00127,homogeneous confined,sparse3,5.0,7.5,1005.0,0.0,0.0,,none,220.4540768504865,220.4540768504865,200.0,,495.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00128,homogeneous confined,near4,10.0,10.0,1205.0,0.0,0.0,,none,311.76914536239855,311.76914536239855,50.0,,592.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00129,homogeneous confined,near4,2.0,7.5,405.0,0.0,0.0,,none,139.42740046346722,139.42740046346722,50.0,,195.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00130,homogeneous confined,far4,1.0,10.0,805.0,0.0,0.0,,none,100.0,98.59006035093006,200.0,,392.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00131,homogeneous confined,standard4,10.0,7.5,1205.0,0.0,0.0,,none,311.76914536239855,311.76914536239855,100.0,,595.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00132,homogeneous confined,far4,2.0,5.0,805.0,0.0,0.0,,none,139.4274004634673,139.4274004634673,200.0,,397.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00133,homogeneous confined,sparse3,1.0,10.0,605.0,0.0,0.0,,none,100.0,98.59006035092999,200.0,,292.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00134,homogeneous confined,near4,5.0,10.0,805.0,0.0,0.0,,none,220.4540768504864,220.4540768504864,50.0,,392.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00135,homogeneous confined,far4,10.0,10.0,1005.0,0.0,0.0,,none,311.76914536239855,311.76914536239855,200.0,,492.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00136,homogeneous confined,far4,1.0,10.0,805.0,0.0,0.0,,none,100.0,98.59006035093006,200.0,,392.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00137,homogeneous confined,sparse3,2.0,10.0,805.0,0.0,0.0,,none,139.42740046346722,139.42740046346722,200.0,,392.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00138,homogeneous confined,sparse3,2.0,5.0,1005.0,0.0,0.0,,none,139.42740046346736,139.42740046346736,200.0,,497.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00139,homogeneous confined,standard4,10.0,7.5,805.0,0.0,0.0,,none,311.7691453623984,311.7691453623984,100.0,,395.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00140,homogeneous confined,dense5,5.0,10.0,605.0,0.0,0.0,,none,220.45407685048622,220.45407685048622,200.0,,292.5,1.0,1.0000000000000044,sensitivity comparison only
