scenario_id,scenario_class,obs_layout,duration_days,dx_m,domain_m,sigma_ln_k,sigma_ln_s,leakage_b_m,boundary_type,support_effective_radius_m,support_diffusion_radius_m,support_observation_max_radius_m,support_leakage_limit_m,support_boundary_limit_m,support_target_spread,fixed_radius_130m_T_ratio_to_effective,fixed_130m_reference_status
mega_combined_leakage_boundary_00155,combined leakage boundary,sparse3,1.0,7.5,605.0,0.7600491455095116,0.4601032902291915,134.3677493092258,constant_head_all,100.0,79.94964379059552,200.0,134.3677493092258,295.0,1.3063722673245324,0.9497339355899438,sensitivity comparison only
mega_combined_leakage_boundary_00156,combined leakage boundary,dense5,2.0,10.0,605.0,1.2779540629360988,0.5058245439470951,25.998114923502783,constant_head_x,100.0,132.93817583127182,200.0,25.998114923502783,292.5,1.6106281214341587,0.7422294261160511,sensitivity comparison only
mega_combined_leakage_boundary_00157,combined leakage boundary,sparse3,1.0,5.0,1205.0,0.5525209929759469,0.180389519641307,63.06442636377405,constant_head_all,100.0,98.82324619814065,200.0,63.06442636377405,597.5,1.1741419574632797,1.1741419574632797,sensitivity comparison only
mega_combined_leakage_boundary_00158,combined leakage boundary,dense5,1.0,10.0,1205.0,1.0858493546944403,0.1069497852199749,97.74530714587884,constant_head_all,100.0,73.3035688590811,200.0,97.74530714587884,592.5,1.466387021139899,0.8654779646148244,sensitivity comparison only
mega_combined_leakage_boundary_00159,combined leakage boundary,near4,5.0,5.0,1205.0,1.4747347863649165,0.5517843820913745,50.88037874265823,constant_head_all,50.88037874265823,191.40033843057915,50.0,50.88037874265823,597.5,6.795766740361181,1.974767208026159,sensitivity comparison only
mega_combined_leakage_boundary_00160,combined leakage boundary,near4,1.0,10.0,405.0,0.6145431365084094,0.5187460227551052,26.889559626790906,constant_head_east,30.0,95.79153985520686,50.0,26.889559626790906,192.5,1.6271142082082004,1.0042393733153256,sensitivity comparison only
mega_combined_leakage_boundary_00161,combined leakage boundary,dense5,2.0,7.5,605.0,1.20633846842126,0.1974848098332226,134.9230033496585,constant_head_all,110.12795305641227,110.12795305641227,200.0,134.9230033496585,295.0,1.1546422904834173,1.1546422904834173,sensitivity comparison only
mega_combined_leakage_boundary_00162,combined leakage boundary,sparse3,1.0,7.5,805.0,1.2714171721846108,0.1573701498671143,108.66850585366213,constant_head_x,100.0,77.33428990463003,200.0,108.66850585366213,395.0,1.2336292921582817,0.9982472283478782,sensitivity comparison only
mega_combined_leakage_boundary_00163,combined leakage boundary,near4,5.0,5.0,805.0,0.4142653220146263,0.3480039724561636,82.57018026595355,constant_head_east,82.57018026595355,284.58295189194394,50.0,82.57018026595355,397.5,1.2548472933406516,0.9004510203081181,sensitivity comparison only
mega_combined_leakage_boundary_00164,combined leakage boundary,near4,10.0,7.5,1005.0,0.9473925777597008,0.6122132076817475,79.67803860185025,constant_head_all,79.67803860185025,375.7472289256803,50.0,79.67803860185025,495.0,1.980119726684335,1.323663828794935,sensitivity comparison only
mega_combined_leakage_boundary_00165,combined leakage boundary,far4,5.0,7.5,805.0,0.7194899581585582,0.299665376065215,213.55135616634988,constant_head_x,169.1663993155165,169.1663993155165,200.0,213.55135616634988,395.0,1.3922219823280804,0.9857515773364773,sensitivity comparison only
mega_combined_leakage_boundary_00166,combined leakage boundary,sparse3,10.0,10.0,805.0,0.9331446544598956,0.3093970972464347,239.37138780836787,constant_head_all,239.37138780836787,345.23291736757915,200.0,239.37138780836787,392.5,1.3475339813401523,1.317981315739507,sensitivity comparison only
mega_combined_leakage_boundary_00167,combined leakage boundary,sparse3,1.0,5.0,605.0,0.3337638618339875,0.609766240236024,48.21710076070208,constant_head_all,100.0,114.0947838823289,200.0,48.21710076070208,297.5,1.2826054327165446,0.9854545580819171,sensitivity comparison only
mega_combined_leakage_boundary_00168,combined leakage boundary,near4,2.0,5.0,1205.0,0.5479094435909342,0.0421552429269845,118.88245021603862,constant_head_east,118.88245021603862,136.55841980406927,50.0,118.88245021603862,597.5,1.1747509312942153,0.9667036555235118,sensitivity comparison only
mega_combined_leakage_boundary_00169,combined leakage boundary,standard4,2.0,5.0,805.0,0.9254989299210756,0.6628073127984568,57.72064031479154,constant_head_all,57.72064031479154,120.46881932032639,100.0,57.72064031479154,397.5,1.8415743014922747,0.6782386056336857,sensitivity comparison only
mega_combined_leakage_boundary_00170,combined leakage boundary,dense5,2.0,7.5,1005.0,1.3398300587184828,0.3634024531969851,248.79583904835235,constant_head_east,175.64319268109793,175.64319268109793,200.0,248.79583904835235,495.0,1.2059107465806793,1.0162682632174238,sensitivity comparison only
mega_combined_leakage_boundary_00171,combined leakage boundary,near4,10.0,7.5,1005.0,0.515507095629275,0.2331383951440739,99.25247031555428,constant_head_x,99.25247031555428,274.27155069239035,50.0,99.25247031555428,495.0,1.1670064949685337,0.9694057797254885,sensitivity comparison only
mega_combined_leakage_boundary_00172,combined leakage boundary,standard4,2.0,5.0,1005.0,0.2923581567108281,0.786104233562293,46.16722967308064,constant_head_east,50.0,130.5272118853955,100.0,46.16722967308064,497.5,1.300996637858851,0.999804596249584,sensitivity comparison only
mega_combined_leakage_boundary_00173,combined leakage boundary,far4,2.0,10.0,1205.0,0.5862788302306244,0.6773799552924811,195.2958420800388,constant_head_x,142.80781377780707,142.80781377780707,200.0,195.2958420800388,592.5,1.163830071356229,1.0172564265892263,sensitivity comparison only
mega_combined_leakage_boundary_00174,combined leakage boundary,mixed4,2.0,10.0,605.0,0.8434574173800858,0.4716062457131291,189.7427745740775,constant_head_east,187.26872273799444,187.26872273799444,200.0,189.7427745740775,292.5,1.5461921638211629,1.0824538805199453,sensitivity comparison only
mega_combined_leakage_boundary_00175,combined leakage boundary,dense5,5.0,10.0,805.0,0.7161662283372269,0.6952161958303763,247.1869674744117,constant_head_east,247.1869674744117,253.3459320736183,200.0,247.1869674744117,392.5,1.2034746693439242,1.1419589549798739,sensitivity comparison only
mega_combined_leakage_boundary_00176,combined leakage boundary,dense5,10.0,10.0,1205.0,0.7336322735875394,0.7853528740927546,66.25715973210859,constant_head_all,100.0,351.9611153848858,200.0,66.25715973210859,592.5,1.113613257550624,1.0007102429162795,sensitivity comparison only
mega_combined_leakage_boundary_00177,combined leakage boundary,standard4,2.0,5.0,605.0,1.4568466965294609,0.5821257765238571,184.8605382610112,constant_head_x,123.23316687878948,123.23316687878948,100.0,184.8605382610112,297.5,5.587540313898914,0.9938988868466434,sensitivity comparison only
mega_combined_leakage_boundary_00178,combined leakage boundary,dense5,10.0,5.0,805.0,0.8404778258510976,0.795469698892946,39.60625173913331,constant_head_x,100.0,378.00049783062485,200.0,39.60625173913331,397.5,2.1166282619048578,0.6514216162195459,sensitivity comparison only
mega_combined_leakage_boundary_00179,combined leakage boundary,sparse3,1.0,10.0,1205.0,1.025220086015746,0.1511867818746447,233.2506588977699,constant_head_x,100.0,94.81480302709903,200.0,233.2506588977699,592.5,1.6325963291642012,1.484249936605878,sensitivity comparison only
mega_combined_leakage_boundary_00180,combined leakage boundary,far4,2.0,10.0,1205.0,0.5537494589071351,0.2336819699588238,119.79163856317874,constant_head_all,106.28890155387836,106.28890155387836,200.0,119.79163856317874,592.5,1.2514333888911733,1.0523257698006856,sensitivity comparison only
mega_combined_leakage_boundary_00181,combined leakage boundary,sparse3,10.0,10.0,605.0,1.2285491789758585,0.6567543044667401,70.60658148769396,constant_head_x,100.0,323.9090355209216,200.0,70.60658148769396,292.5,2.589137915452502,1.5953988244437094,sensitivity comparison only
mega_combined_leakage_boundary_00182,combined leakage boundary,dense5,5.0,7.5,1005.0,1.356323007166779,0.7628200058929238,74.00812124650798,constant_head_east,100.0,247.85112918382865,200.0,74.00812124650798,495.0,3.140451911408034,0.8598558155963946,sensitivity comparison only
mega_combined_leakage_boundary_00183,combined leakage boundary,mixed4,1.0,5.0,1205.0,1.2629201076217718,0.0806077830268213,35.79450080150751,constant_head_east,100.0,93.91471035887677,200.0,35.79450080150751,597.5,1.6271399247114517,0.7568330788296436,sensitivity comparison only
mega_combined_leakage_boundary_00184,combined leakage boundary,near4,5.0,7.5,605.0,1.3880996647132922,0.421883527830878,37.60251524413079,constant_head_all,37.60251524413079,179.83376893417372,50.0,37.60251524413079,295.0,1.7340656282189668,1.5878520235191225,sensitivity comparison only
mega_combined_leakage_boundary_00185,combined leakage boundary,dense5,1.0,5.0,805.0,0.218615722127343,0.116048124641694,38.41878218004523,constant_head_x,100.0,95.23826730496538,200.0,38.41878218004523,397.5,1.1664001152309524,1.0164166187135788,sensitivity comparison only
mega_combined_leakage_boundary_00186,combined leakage boundary,far4,5.0,7.5,1005.0,0.9271906103493944,0.7134748079929545,30.12712641602141,constant_head_x,100.0,185.10847954022682,200.0,30.12712641602141,495.0,2.031719367892635,1.9491351374433195,sensitivity comparison only
mega_combined_leakage_boundary_00187,combined leakage boundary,dense5,5.0,5.0,1005.0,0.6502569791059455,0.2066999670724009,163.86425700986678,constant_head_all,163.86425700986678,264.1612120873576,200.0,163.86425700986678,497.5,1.2375635921069477,1.0539737490061158,sensitivity comparison only
mega_combined_leakage_boundary_00188,combined leakage boundary,sparse3,2.0,7.5,605.0,0.2916988521622508,0.5223689816486512,194.17197642813423,constant_head_all,161.28813473802967,161.28813473802967,200.0,194.17197642813423,295.0,1.0675640259016526,0.9948511847749787,sensitivity comparison only
mega_combined_leakage_boundary_00189,combined leakage boundary,near4,5.0,5.0,605.0,0.9685620854678038,0.0163296617437379,92.48176132608978,constant_head_east,92.48176132608978,167.60596170928895,50.0,92.48176132608978,297.5,1.1775289735968564,1.1018577790372142,sensitivity comparison only
mega_combined_leakage_boundary_00190,combined leakage boundary,mixed4,1.0,5.0,1205.0,0.8637972666978528,0.1134876718139671,26.721034879216745,constant_head_east,100.0,111.64754243365395,200.0,26.721034879216745,597.5,1.2116541331992414,1.0273482014236979,sensitivity comparison only
mega_combined_leakage_boundary_00191,combined leakage boundary,far4,5.0,7.5,605.0,0.4915911954168588,0.5754412208093416,58.52483992374877,constant_head_x,100.0,199.35275358510577,200.0,58.52483992374877,295.0,1.120477055733442,1.083999829496266,sensitivity comparison only
mega_combined_leakage_boundary_00192,combined leakage boundary,near4,1.0,10.0,405.0,0.1538912535691236,0.6213788299403031,174.15336517193103,constant_head_all,75.08526505369532,75.08526505369532,50.0,174.15336517193103,192.5,1.3161216408262655,0.9852453140733468,sensitivity comparison only
mega_combined_leakage_boundary_00193,combined leakage boundary,sparse3,1.0,5.0,605.0,0.5328224836244866,0.2417574907903339,186.22459387310383,constant_head_east,103.93589298964324,103.93589298964324,200.0,186.22459387310383,297.5,1.1379356104189164,0.9431975018261213,sensitivity comparison only
mega_combined_leakage_boundary_00194,combined leakage boundary,near4,5.0,10.0,1005.0,0.3740974013412904,0.496891591773816,69.29880356122547,constant_head_east,69.29880356122547,263.71585360003706,50.0,69.29880356122547,492.5,1.344655155068576,1.03056892547758,sensitivity comparison only
mega_combined_leakage_boundary_00195,combined leakage boundary,dense5,10.0,7.5,805.0,0.5139298484639907,0.0926898014966178,33.890134159167246,constant_head_all,100.0,241.53748310947066,200.0,33.890134159167246,395.0,1.3493224758312463,0.9324939048297958,sensitivity comparison only
mega_combined_leakage_boundary_00196,combined leakage boundary,far4,1.0,5.0,805.0,0.5521738748176621,0.664503843763415,60.73907892990465,constant_head_all,100.0,127.81801074942703,200.0,60.73907892990465,397.5,1.3170018465192086,0.9686481485260383,sensitivity comparison only
mega_combined_leakage_boundary_00197,combined leakage boundary,near4,10.0,5.0,805.0,0.23497911337777,0.0055332913958904,129.7437225204193,constant_head_all,129.7437225204193,410.42565179259987,50.0,129.7437225204193,397.5,1.2372925892546585,0.9965013863516518,sensitivity comparison only
mega_combined_leakage_boundary_00198,combined leakage boundary,standard4,10.0,5.0,1205.0,1.0531620486055333,0.6024595763287981,71.14350582721387,constant_head_east,71.14350582721387,298.66920239487865,100.0,71.14350582721387,597.5,1.903344591369539,0.7006222449168581,sensitivity comparison only
mega_combined_leakage_boundary_00199,combined leakage boundary,near4,2.0,7.5,1205.0,0.8291814063822662,0.4113051610171128,69.7137934932502,constant_head_x,69.7137934932502,161.72275320469225,50.0,69.7137934932502,595.0,1.2504449724767057,1.0115385778163812,sensitivity comparison only
mega_combined_leakage_boundary_00200,combined leakage boundary,near4,5.0,10.0,805.0,1.1881095465268423,0.4481103689670291,61.99653567048992,constant_head_east,61.99653567048992,209.62236929316822,50.0,61.99653567048992,392.5,1.8221475801265947,0.8225614134412274,sensitivity comparison only
mega_combined_leakage_boundary_00201,combined leakage boundary,sparse3,10.0,7.5,1005.0,0.2981895161427988,0.0730522153887665,84.17340578151409,constant_head_x,100.0,340.4849868784618,200.0,84.17340578151409,495.0,1.260324639217034,0.991563254735135,sensitivity comparison only
mega_combined_leakage_boundary_00202,combined leakage boundary,sparse3,10.0,5.0,605.0,1.422100168779365,0.2781458341687743,83.17115610745896,constant_head_x,100.0,420.2148996104675,200.0,83.17115610745896,297.5,3.185625976029318,1.1431005917473183,sensitivity comparison only
mega_combined_leakage_boundary_00203,combined leakage boundary,standard4,5.0,5.0,1205.0,1.0458789039914345,0.0477581592844848,48.77531352426553,constant_head_x,50.0,177.79869860518602,100.0,48.77531352426553,597.5,1.2757216303783618,1.151570819818502,sensitivity comparison only
mega_combined_leakage_boundary_00204,combined leakage boundary,mixed4,10.0,10.0,605.0,1.3468859706213487,0.3121262631238606,26.089214779419443,constant_head_x,100.0,380.7865128188079,200.0,26.089214779419443,292.5,6.811557198750104,1.0951190230230352,sensitivity comparison only
mega_combined_leakage_boundary_00205,combined leakage boundary,far4,1.0,10.0,1005.0,0.4019131795964638,0.122197787537999,164.1307111557853,constant_head_x,100.0,88.92481236510021,200.0,164.1307111557853,492.5,1.4345587301246538,0.9265886151993599,sensitivity comparison only
mega_combined_leakage_boundary_00206,combined leakage boundary,dense5,1.0,10.0,1205.0,0.1669898163454464,0.4307945327710482,33.49664354753194,constant_head_all,100.0,98.49916999679446,200.0,33.49664354753194,592.5,1.3411533765774584,0.9715948240929979,sensitivity comparison only
mega_combined_leakage_boundary_00207,combined leakage boundary,standard4,2.0,5.0,405.0,0.9007888669646792,0.5736575147759679,31.549550728392106,constant_head_all,50.0,120.98235391773851,100.0,31.549550728392106,197.5,1.7124748712099351,0.7783247444220813,sensitivity comparison only
mega_combined_leakage_boundary_00208,combined leakage boundary,standard4,1.0,7.5,1005.0,1.2242733833061012,0.5789486758164024,40.69963190534722,constant_head_x,50.0,111.70937520176943,100.0,40.69963190534722,495.0,4.867572618697967,0.2898084959561133,sensitivity comparison only
mega_combined_leakage_boundary_00209,combined leakage boundary,far4,2.0,7.5,605.0,1.1673282535190677,0.0088195756703927,42.58440496539276,constant_head_east,100.0,171.0925777550506,200.0,42.58440496539276,295.0,1.2927408677166632,1.2927408677166632,sensitivity comparison only
mega_combined_leakage_boundary_00210,combined leakage boundary,far4,10.0,5.0,605.0,0.9298187067915904,0.7879798159384894,152.28461879140897,constant_head_x,152.28461879140897,369.3529932111322,200.0,152.28461879140897,297.5,1.3993557682527096,1.0285867028197915,sensitivity comparison only
mega_combined_leakage_boundary_00211,combined leakage boundary,near4,1.0,5.0,805.0,1.3265128359220233,0.7650810447425747,122.84388812483026,constant_head_all,112.35763141493001,112.35763141493001,50.0,122.84388812483026,397.5,3.2301896685175038,0.6291991204814039,sensitivity comparison only
mega_combined_leakage_boundary_00212,combined leakage boundary,dense5,5.0,5.0,1205.0,1.3770602029651573,0.1777885748173278,150.05819081280387,constant_head_east,150.05819081280387,184.07003027897136,200.0,150.05819081280387,597.5,1.6207665917681597,0.9279581904477089,sensitivity comparison only
mega_combined_leakage_boundary_00213,combined leakage boundary,standard4,1.0,5.0,1205.0,0.4702486783774541,0.4092173668366136,57.08942568066379,constant_head_x,57.08942568066379,106.58534942008927,100.0,57.08942568066379,597.5,1.246466618232474,1.0900089027779525,sensitivity comparison only
mega_combined_leakage_boundary_00214,combined leakage boundary,standard4,1.0,5.0,805.0,0.6281390216249721,0.6831072762716466,102.78311812850012,constant_head_east,102.78311812850012,110.76248544614658,100.0,102.78311812850012,397.5,1.4799907598925737,1.3748198860143048,sensitivity comparison only
mega_combined_leakage_boundary_00215,combined leakage boundary,dense5,5.0,7.5,605.0,0.1630384324232096,0.3421465543075745,101.53687415348182,constant_head_east,101.53687415348182,280.0155218356871,200.0,101.53687415348182,295.0,1.1769844835861514,1.0323621032427472,sensitivity comparison only
mega_combined_leakage_boundary_00216,combined leakage boundary,near4,1.0,7.5,405.0,0.6431830156132136,0.2142059989919335,141.10903475550177,constant_head_all,76.66434740359287,76.66434740359287,50.0,141.10903475550177,195.0,2.3734763785473394,1.456153708775233,sensitivity comparison only
mega_combined_leakage_boundary_00217,combined leakage boundary,mixed4,5.0,10.0,605.0,0.4866048046268018,0.1050558009551077,38.29858909457872,constant_head_all,100.0,180.9062265486636,200.0,38.29858909457872,292.5,1.287235791294025,1.0165099176229182,sensitivity comparison only
mega_combined_leakage_boundary_00218,combined leakage boundary,far4,5.0,7.5,1205.0,1.4420337023168228,0.3172178476435662,82.10284620658243,constant_head_east,100.0,291.1286739726904,200.0,82.10284620658243,595.0,3.7524673319551725,1.0214073605624452,sensitivity comparison only
mega_combined_leakage_boundary_00219,combined leakage boundary,dense5,10.0,7.5,605.0,0.5563678600461799,0.3380809486540623,59.455534795899055,constant_head_x,100.0,386.0717521604698,200.0,59.455534795899055,295.0,1.1003242969691056,1.0153842354627856,sensitivity comparison only
mega_combined_leakage_boundary_00220,combined leakage boundary,mixed4,2.0,10.0,805.0,0.8995320261431278,0.6603731777683852,102.2057955432665,constant_head_east,102.2057955432665,116.79064994093459,200.0,102.2057955432665,392.5,1.1974158571183688,1.0225940149966168,sensitivity comparison only
mega_combined_leakage_boundary_00221,combined leakage boundary,sparse3,5.0,10.0,805.0,0.256203177866724,0.6245819373883932,121.37343079786676,constant_head_east,121.37343079786676,242.74955581411035,200.0,121.37343079786676,392.5,1.4526984159070682,0.9534897499624202,sensitivity comparison only
mega_combined_leakage_boundary_00222,combined leakage boundary,dense5,1.0,10.0,805.0,1.1436075859237549,0.5131223542537445,45.03906594544775,constant_head_x,100.0,131.3513714359073,200.0,45.03906594544775,392.5,2.1101924327505452,0.9593297627123231,sensitivity comparison only
mega_combined_leakage_boundary_00223,combined leakage boundary,mixed4,10.0,10.0,1205.0,0.1824212071335839,0.6991459299702756,75.68520937075542,constant_head_x,100.0,260.5648505253232,200.0,75.68520937075542,592.5,1.2437884104319177,1.031434530136728,sensitivity comparison only
mega_combined_leakage_boundary_00224,combined leakage boundary,far4,10.0,7.5,605.0,1.4040913711899936,0.3067112022303755,235.09088473897964,constant_head_all,235.09088473897964,335.8088060210643,200.0,235.09088473897964,295.0,1.8788161159268109,1.3104814927936148,sensitivity comparison only
mega_combined_leakage_boundary_00225,combined leakage boundary,mixed4,1.0,10.0,805.0,0.1576120628644053,0.5487795372374825,209.4050949229619,constant_head_all,100.0,85.02512793287431,200.0,209.4050949229619,392.5,1.3000738589166625,1.0009960452329454,sensitivity comparison only
mega_combined_leakage_boundary_00226,combined leakage boundary,sparse3,2.0,5.0,1205.0,0.2544635665513651,0.6414647496086769,80.23654711061035,constant_head_x,100.0,188.05084216633045,200.0,80.23654711061035,597.5,1.2552555885723564,0.9872156502655867,sensitivity comparison only
mega_combined_leakage_boundary_00227,combined leakage boundary,dense5,10.0,5.0,1205.0,0.4197061189742048,0.7584705764063168,33.109208261895084,constant_head_x,100.0,344.9670857345626,200.0,33.109208261895084,597.5,1.2549833050691528,0.9188052939574125,sensitivity comparison only
mega_combined_leakage_boundary_00228,combined leakage boundary,mixed4,10.0,7.5,605.0,1.2574262949019015,0.6712729254574955,243.58576425456187,constant_head_all,243.58576425456187,311.3137529033052,200.0,243.58576425456187,295.0,1.5368958614551387,1.0607076522937482,sensitivity comparison only
mega_combined_leakage_boundary_00229,combined leakage boundary,standard4,2.0,7.5,805.0,0.1614706570167094,0.2047741482714782,142.31161963494182,constant_head_x,137.29084978951,137.29084978951,100.0,142.31161963494182,395.0,1.234678356090226,0.9983010896172106,sensitivity comparison only
mega_combined_leakage_boundary_00230,combined leakage boundary,far4,10.0,5.0,805.0,1.2485467685437357,0.5896930376706806,40.54165756786254,constant_head_x,100.0,367.18365098215975,200.0,40.54165756786254,397.5,1.639925942190735,1.494698584401044,sensitivity comparison only
mega_combined_leakage_boundary_00231,combined leakage boundary,sparse3,10.0,7.5,1005.0,0.2364534780062002,0.3864806159308189,113.3903187123248,constant_head_east,113.3903187123248,319.400155119847,200.0,113.3903187123248,495.0,1.2512222532478825,0.9849917620991323,sensitivity comparison only
mega_combined_leakage_boundary_00232,combined leakage boundary,near4,1.0,7.5,605.0,1.4297050038493593,0.6623408235581905,35.08896003046577,constant_head_east,35.08896003046577,99.13682758539755,50.0,35.08896003046577,295.0,1.8132596945565416,0.7697212326587559,sensitivity comparison only
mega_combined_leakage_boundary_00233,combined leakage boundary,mixed4,5.0,7.5,605.0,1.0991851517918056,0.5996898570390974,135.81984425360767,constant_head_east,135.81984425360767,204.8217498653274,200.0,135.81984425360767,295.0,1.7718253102939236,0.9142654667978163,sensitivity comparison only
mega_combined_leakage_boundary_00234,combined leakage boundary,near4,2.0,10.0,605.0,0.9035268609110813,0.6907000245894819,231.64567313414287,constant_head_east,144.6468845195659,144.6468845195659,50.0,231.64567313414287,292.5,1.1893672828876565,1.0088888963276634,sensitivity comparison only
mega_combined_leakage_boundary_00235,combined leakage boundary,near4,10.0,5.0,605.0,1.0918179690959138,0.7083137084238902,35.42386408278864,constant_head_all,35.42386408278864,356.5797751461297,50.0,35.42386408278864,297.5,1.6464530907094752,1.6464530907094752,sensitivity comparison only
mega_combined_leakage_boundary_00236,combined leakage boundary,dense5,5.0,10.0,605.0,0.998812474312658,0.4025791174843056,56.654719501489616,constant_head_east,100.0,250.83923891210065,200.0,56.654719501489616,292.5,1.2204145805646782,1.0699792280002547,sensitivity comparison only
mega_combined_leakage_boundary_00237,combined leakage boundary,standard4,1.0,10.0,1005.0,0.6223553208698165,0.4473253402112815,25.414695535840945,constant_head_east,50.0,104.67612317540036,100.0,25.414695535840945,492.5,1.4258936258098873,1.0005446653254912,sensitivity comparison only
mega_combined_leakage_boundary_00238,combined leakage boundary,dense5,5.0,10.0,1005.0,0.3767305132626925,0.2315873054029919,37.93995840256875,constant_head_x,100.0,174.44278080509133,200.0,37.93995840256875,492.5,1.6048463434893339,0.8215700111978004,sensitivity comparison only
mega_combined_leakage_boundary_00239,combined leakage boundary,mixed4,5.0,7.5,605.0,0.9706810577734648,0.7409016386191195,245.18137716956645,constant_head_x,234.8436000412786,234.8436000412786,200.0,245.18137716956645,295.0,1.400324070581221,1.1190443473548652,sensitivity comparison only
mega_combined_leakage_boundary_00240,combined leakage boundary,far4,1.0,10.0,805.0,1.4455837573762833,0.7467789118515851,97.4274411862264,constant_head_all,100.0,94.30378977769848,200.0,97.4274411862264,392.5,3.1037771026826455,0.6762051672411558,sensitivity comparison only
mega_combined_leakage_boundary_00241,combined leakage boundary,dense5,2.0,10.0,805.0,1.350820229820182,0.2921379494714718,34.82186460612002,constant_head_x,100.0,111.15117993330769,200.0,34.82186460612002,392.5,3.207676538508566,0.46004281617355663,sensitivity comparison only
mega_combined_leakage_boundary_00242,combined leakage boundary,standard4,10.0,10.0,405.0,1.3192185574779312,0.5461188368191076,124.89276903707908,constant_head_x,124.89276903707908,308.89200269362385,100.0,124.89276903707908,192.5,1.2905655208041795,1.054498574531916,sensitivity comparison only
mega_combined_leakage_boundary_00243,combined leakage boundary,sparse3,2.0,5.0,1205.0,1.1339175452764922,0.734883128027707,235.5114001290716,constant_head_x,178.0230274248696,178.0230274248696,200.0,235.5114001290716,597.5,4.533366442844647,0.9480732191361111,sensitivity comparison only
mega_combined_leakage_boundary_00244,combined leakage boundary,dense5,10.0,10.0,1205.0,1.195639465450765,0.1175429237161221,27.820936554365566,constant_head_x,100.0,321.93814432051136,200.0,27.820936554365566,592.5,1.3629097236461853,0.9576689020343784,sensitivity comparison only
mega_combined_leakage_boundary_00245,combined leakage boundary,far4,10.0,7.5,1205.0,1.4189902743833365,0.1207208133672257,29.84582343039528,constant_head_east,100.0,288.77657020540875,200.0,29.84582343039528,595.0,1.5414429082886063,0.7728074255189471,sensitivity comparison only
mega_combined_leakage_boundary_00246,combined leakage boundary,sparse3,10.0,10.0,605.0,0.9156242003056628,0.2566176732194303,108.36054406440556,constant_head_all,108.36054406440556,306.3973082326,200.0,108.36054406440556,292.5,1.4620657619075887,0.89738658720933,sensitivity comparison only
mega_combined_leakage_boundary_00247,combined leakage boundary,dense5,1.0,5.0,605.0,0.7825639587960262,0.531602384581391,112.73161494088968,constant_head_all,110.16925891529381,110.16925891529381,200.0,112.73161494088968,297.5,1.1898036864443333,1.0174839325608773,sensitivity comparison only
mega_combined_leakage_boundary_00248,combined leakage boundary,near4,10.0,5.0,1205.0,1.121038542403335,0.5776206206317769,77.64434946587144,constant_head_x,77.64434946587144,290.74135576285477,50.0,77.64434946587144,597.5,1.1763085748831035,1.1035286439071188,sensitivity comparison only
mega_combined_leakage_boundary_00249,combined leakage boundary,mixed4,10.0,5.0,1005.0,0.8383251828967618,0.4532100834903163,96.83676751367128,constant_head_all,100.0,240.35392295787798,200.0,96.83676751367128,497.5,1.3552438708065209,1.0642860924942614,sensitivity comparison only
mega_combined_leakage_boundary_00250,combined leakage boundary,dense5,10.0,5.0,805.0,0.6612027239754775,0.2245298593565713,56.35301958808129,constant_head_east,100.0,379.490301764548,200.0,56.35301958808129,397.5,1.234145491044587,1.234145491044587,sensitivity comparison only
mega_combined_leakage_boundary_00251,combined leakage boundary,mixed4,2.0,7.5,805.0,0.4292840781126871,0.023785893372002,103.1798776338794,constant_head_east,103.1798776338794,163.69981734731712,200.0,103.1798776338794,395.0,1.224807844686261,1.0405580304521118,sensitivity comparison only
mega_combined_leakage_boundary_00252,combined leakage boundary,standard4,5.0,10.0,805.0,1.4243013244342684,0.564221320510188,27.23980503971798,constant_head_east,50.0,173.75916149925516,100.0,27.23980503971798,392.5,3.0813232869148113,3.0813232869148113,sensitivity comparison only
mega_combined_leakage_boundary_00253,combined leakage boundary,sparse3,5.0,10.0,1005.0,1.305711854421392,0.1211026162350646,75.20544178707853,constant_head_east,100.0,165.7658883387334,200.0,75.20544178707853,492.5,1.26502749967639,1.0642327669406377,sensitivity comparison only
mega_combined_leakage_boundary_00254,combined leakage boundary,near4,2.0,7.5,405.0,1.0278323738371704,0.0702601706656676,122.02651224191548,constant_head_all,122.02651224191548,138.33053601788686,50.0,122.02651224191548,195.0,2.047509980433668,0.7403883604139007,sensitivity comparison only
mega_combined_leakage_boundary_00255,combined leakage boundary,near4,5.0,7.5,805.0,0.942083922143308,0.3501816063188612,33.331982405960325,constant_head_all,33.331982405960325,175.0804916074428,50.0,33.331982405960325,395.0,1.5160657500626398,0.8371243096879041,sensitivity comparison only
mega_combined_leakage_boundary_00256,combined leakage boundary,far4,2.0,5.0,605.0,1.2225658204857892,0.2056258516412045,199.2684754652624,constant_head_all,124.09877227947699,124.09877227947699,200.0,199.2684754652624,297.5,1.3336355136335156,0.9540896986098026,sensitivity comparison only
mega_combined_leakage_boundary_00257,combined leakage boundary,sparse3,10.0,10.0,605.0,0.868276573824067,0.7474340382423638,31.290537843746293,constant_head_x,100.0,238.46274193756926,200.0,31.290537843746293,292.5,1.1467915234376664,1.1169134477430371,sensitivity comparison only
mega_combined_leakage_boundary_00258,combined leakage boundary,sparse3,10.0,10.0,805.0,0.5649124548833807,0.3017407202453909,28.108577301847887,constant_head_east,100.0,374.4780402890671,200.0,28.108577301847887,392.5,1.4107006743716273,0.8931473646084792,sensitivity comparison only
