scenario_id,scenario_class,well,radius_m,pathway,truth_T_ref_m2_s,truth_S_ref,T_fit_m2_s,S_fit,tau_q_fit_s,tau_s_fit_s,leakage_B_fit_m,lnM_T,lnM_S,lnM_capacity,lnM_response_time,bias_eta,sd_eta,cov_response_model_factor,rmse_m,aic,bic,parameter_count,boundary_hit,ensemble_role,dx_m,domain_m,time_count,sigma_ln_k,corr_len_m,support_target_spread
strict_homogeneous_00,homogeneous confined,R100E,100.0,Lagging Darcy no-leakage,5e-05,0.001,5.3443101112945026e-05,0.0010383498335540286,1604.9912767826393,2336.687044921235,,0.06659455192468304,0.03763275450831514,0.06659455192468304,-0.02896179741636801,0.00022526245035280862,0.002579250397999791,0.0025792546876465725,0.0002206727899077004,-326.57204323637535,-321.24322519567454,4,False,ensemble,5.0,605.0,28,0.0,0.0,0.0
strict_homogeneous_00,homogeneous confined,R100E,100.0,Lagging Darcy with leakage,5e-05,0.001,5.3441529855656325e-05,0.0010383348650891083,1605.157549783508,2336.921062961389,15593.220396155646,0.06656515092896316,0.0376183387764224,0.06656515092896316,-0.02894681215254059,0.0002253263228499179,0.002579853818216556,0.0025798581108596916,0.00022071549166610604,-324.5589216769476,-317.8978991260716,5,False,ensemble,5.0,605.0,28,0.0,0.0,0.0
strict_homogeneous_00,homogeneous confined,R100N,100.0,Theis confined,5e-05,0.001,6.404842556432332e-05,0.0010675624036413866,,,,0.24761644125920487,0.06537792215574299,0.24761644125920487,-0.18223851910346192,0.00636233944056089,0.036962584738712514,0.03697521320560505,0.0026411113424694966,-180.85047356682398,-178.18606454647357,2,False,ensemble,5.0,605.0,28,0.0,0.0,0.0
strict_homogeneous_00,homogeneous confined,R100N,100.0,Hantush-Jacob leaky,5e-05,0.001,6.404804986921674e-05,0.0010675587357039979,,,99999.99996889512,0.24761057544431325,0.06537448634376836,0.24761057544431325,-0.18223608910054478,0.0063624638918501775,0.03696351284499229,0.03697614226336606,0.0026412912841971728,-178.84907672370267,-174.85246319317704,3,True,ensemble,5.0,605.0,28,0.0,0.0,0.0
strict_homogeneous_00,homogeneous confined,R100N,100.0,Lagging Darcy no-leakage,5e-05,0.001,5.344338833090446e-05,0.0010383500590028314,1604.8089083116008,2336.4598390245587,,0.06659992618593762,0.037632971630493985,0.06659992618593762,-0.02896695455544373,0.00022510765052963832,0.0025792607656186357,0.002579265055327274,0.00022071808389445305,-326.57212181779835,-321.24330377709754,4,False,ensemble,5.0,605.0,28,0.0,0.0,0.0
strict_homogeneous_00,homogeneous confined,R100N,100.0,Lagging Darcy with leakage,5e-05,0.001,5.344296591544663e-05,0.00103834922289548,1605.0398643503188,2336.7492157969627,99886.6958571011,0.06659202217497562,0.037632166403315584,0.06659202217497562,-0.028959855771659906,0.00022527657842674425,0.002579260011296065,0.0025792643009782275,0.0002206535842494537,-324.5718085886423,-317.9107860377663,5,False,ensemble,5.0,605.0,28,0.0,0.0,0.0
strict_homogeneous_01,homogeneous confined,R20E,20.615528128088304,Theis confined,5e-05,0.001,5.8021872476040313e-05,0.0009658045859991915,,,,0.14879704568541197,-0.0347937571596935,0.14879704568541197,-0.1835908028451054,0.026141946118387695,0.10423580535093041,0.10451958047994969,0.02116106909664039,-121.8705742064253,-119.2061651860749,2,False,ensemble,5.0,605.0,28,0.0,0.0,0.0
strict_homogeneous_01,homogeneous confined,R20E,20.615528128088304,Hantush-Jacob leaky,5e-05,0.001,5.652753605598216e-05,0.0009541350766244284,,,99999.99999999611,0.12270487782376702,-0.046950027803663905,0.12270487782376702,-0.16965490562743096,0.02725959593017104,0.11248508027735406,0.11284183542558217,0.028952606594578545,-115.7192474508553,-111.7226339203297,3,True,ensemble,5.0,605.0,28,0.0,0.0,0.0
strict_homogeneous_01,homogeneous confined,R20E,20.615528128088304,Lagging Darcy no-leakage,5e-05,0.001,5.128456854716361e-05,0.0010300674180782645,17.807620469182073,68.10731605929985,,0.02536689344926915,0.0296242545444127,0.02536689344926915,0.0042573610951434845,0.0014380329453381852,0.01067036709689749,0.010670670827392354,0.0024190659311438133,-246.7517594342582,-241.42294139355738,4,False,ensemble,5.0,605.0,28,0.0,0.0,0.0
strict_homogeneous_01,homogeneous confined,R20E,20.615528128088304,Lagging Darcy with leakage,5e-05,0.001,5.128444504216552e-05,0.0010300685277942916,17.80701923645119,68.10768558595143,94972.64901303641,0.02536448521711846,0.029625331867517805,0.02536448521711846,0.004260846650399235,0.001437425914479482,0.010670473152012968,0.010670776891560188,0.002418750858038789,-244.75165005097037,-238.09062750009434,5,False,ensemble,5.0,605.0,28,0.0,0.0,0.0
strict_homogeneous_01,homogeneous confined,R50E,52.20153254455275,Theis confined,5e-05,0.001,5.916491059726336e-05,0.0010157782971778639,,,,0.16830563433250045,0.015655113905599743,0.16830563433250045,-0.15265052042690086,0.009306264123854406,0.052664753420921875,0.05270129195787315,0.00727818128161402,-160.97926274756236,-158.31485372721195,2,False,ensemble,5.0,605.0,28,0.0,0.0,0.0
strict_homogeneous_01,homogeneous confined,R50E,52.20153254455275,Hantush-Jacob leaky,5e-05,0.001,5.91183898094279e-05,0.0010153571898813176,,,99999.99999876793,0.16751903487045972,0.015240461800643744,0.16751903487045972,-0.1522785730698161,0.009330318760427758,0.0528565846869717,0.05289352411052195,0.007372347721854126,-158.77750369546666,-154.78089016494104,3,True,ensemble,5.0,605.0,28,0.0,0.0,0.0
strict_homogeneous_01,homogeneous confined,R50E,52.20153254455275,Lagging Darcy no-leakage,5e-05,0.001,5.201605429816182e-05,0.001033454981072935,476.91109728435913,719.6559248093795,,0.039529402007086135,0.03290753951307877,0.039529402007086135,-0.006621862494007463,0.0004702733718715022,0.004672152854048357,0.004672178351291735,0.0007909484582582165,-293.2292225172625,-287.9004044765617,4,False,ensemble,5.0,605.0,28,0.0,0.0,0.0
strict_homogeneous_01,homogeneous confined,R50E,52.20153254455275,Lagging Darcy with leakage,5e-05,0.001,5.201678646665896e-05,0.0010334500111809752,476.65461711945505,719.3365164954223,65601.32669799856,0.03954347772571058,0.032902730494784864,0.03954347772571058,-0.006640747230925754,0.00046931572215607554,0.004672301264950639,0.004672326764617301,0.0007915341674626576,-291.2286466198705,-284.5676240689945,5,False,ensemble,5.0,605.0,28,0.0,0.0,0.0
strict_homogeneous_01,homogeneous confined,R100E,99.62429422585637,Theis confined,5e-05,0.001,6.38392477304945e-05,0.0010672630855820056,,,,0.24434516397378012,0.06509750760864919,0.24434516397378012,-0.17924765636513096,0.006258132506661823,0.03650802515709009,0.03652019333726692,0.0026264969407787733,-181.5503055637895,-178.8858965434391,2,False,ensemble,5.0,605.0,28,0.0,0.0,0.0
strict_homogeneous_01,homogeneous confined,R100E,99.62429422585637,Hantush-Jacob leaky,5e-05,0.001,6.38388658706808e-05,0.0010672593475427143,,,99999.99996747226,0.244339182372033,0.06509400514905148,0.244339182372033,-0.1792451772229815,0.00625826002540075,0.036508977766901346,0.03652114689979828,0.0026266830881896104,-179.54885383229737,-175.55224030177175,3,True,ensemble,5.0,605.0,28,0.0,0.0,0.0
strict_homogeneous_01,homogeneous confined,R100E,99.62429422585637,Lagging Darcy no-leakage,5e-05,0.001,5.3405945960992305e-05,0.0010387355194646964,1613.3734850258038,2333.9694103870256,,0.06589908192344658,0.03800412674349062,0.06589908192344658,-0.02789495517995582,0.00021644937611288933,0.0025508537168217943,0.002550857866356086,0.00021971509028855955,-327.20432204315273,-321.8755040024519,4,False,ensemble,5.0,605.0,28,0.0,0.0,0.0
