scenario_id,scenario_class,ensemble_role,well,reference_solution,exactness,radius_m,bias_eta,sd_eta,rmse_m,max_abs_error_m,median_abs_error_m,pass_flag
strict_boundary_01,constant head boundary,ensemble,R50E,Theis no-boundary reference,diagnostic only; square first-type boundary is not a single image-well analytical solution,52.20153254455275,0.040395507181776494,0.10931381259332934,0.004323734668959452,0.011184950787742565,0.0005606463496111199,
strict_boundary_01,constant head boundary,ensemble,R100E,Theis no-boundary reference,diagnostic only; square first-type boundary is not a single image-well analytical solution,99.62429422585637,0.04219810521203611,0.10025829888608995,0.001956880393407885,0.007332010395045219,6.207846539191102e-06,
strict_boundary_01,constant head boundary,ensemble,R100N,Theis no-boundary reference,diagnostic only; square first-type boundary is not a single image-well analytical solution,99.62429422585637,0.042198107595513346,0.10025830414174983,0.0019568838537843435,0.007332024572543588,6.2078460917686795e-06,
strict_boundary_02,constant head boundary,ensemble,R20E,Theis no-boundary reference,diagnostic only; square first-type boundary is not a single image-well analytical solution,18.027756377319946,0.03191545224342151,0.12924654426660848,0.0093536379759862,0.014513495195113912,0.007965995274459667,
strict_boundary_02,constant head boundary,ensemble,R50E,Theis no-boundary reference,diagnostic only; square first-type boundary is not a single image-well analytical solution,47.16990566028302,0.03387451645073442,0.10184888638301107,0.004826790319705977,0.01149326325520278,0.00073937565931653,
strict_boundary_02,constant head boundary,ensemble,R100E,Theis no-boundary reference,diagnostic only; square first-type boundary is not a single image-well analytical solution,101.24228365658294,0.04104095217059185,0.09772256278827104,0.0018106867772276084,0.006586720996752088,4.692471855554842e-06,
strict_boundary_02,constant head boundary,ensemble,R100N,Theis no-boundary reference,diagnostic only; square first-type boundary is not a single image-well analytical solution,101.24228365658294,0.04104096826479754,0.09772255732289535,0.0018106883819822767,0.006586729722822621,4.692466643717445e-06,
strict_boundary_03,constant head boundary,ensemble,R20E,Theis no-boundary reference,diagnostic only; square first-type boundary is not a single image-well analytical solution,21.213203435596427,0.021658378369170984,0.10793854560204066,0.008692016974813876,0.014303132535527285,0.005605925230529538,
strict_boundary_03,constant head boundary,ensemble,R50E,Theis no-boundary reference,diagnostic only; square first-type boundary is not a single image-well analytical solution,53.150729063673246,0.0332033962555856,0.09874923465236503,0.004392874591830648,0.011059046807531892,0.0004484055877087894,
strict_boundary_03,constant head boundary,ensemble,R100E,Theis no-boundary reference,diagnostic only; square first-type boundary is not a single image-well analytical solution,99.24716620639605,0.04041973929302733,0.09716096988579885,0.0018773336662994584,0.0067129949200658845,5.947381814233883e-06,
strict_boundary_03,constant head boundary,ensemble,R100N,Theis no-boundary reference,diagnostic only; square first-type boundary is not a single image-well analytical solution,99.24716620639605,0.04041976297528816,0.0971609603307104,0.0018773338991078332,0.006712996617051575,5.947352408776068e-06,
strict_boundary_04,constant head boundary,ensemble,R20E,Theis no-boundary reference,diagnostic only; square first-type boundary is not a single image-well analytical solution,22.360679774997898,0.03811552659646581,0.12369104760042691,0.00766417757411427,0.013069364535280847,0.0037417720366589857,
strict_boundary_04,constant head boundary,ensemble,R50E,Theis no-boundary reference,diagnostic only; square first-type boundary is not a single image-well analytical solution,49.24428900898052,0.037401252659353526,0.10599806708111549,0.004565860581623717,0.011109841959118627,0.0006307109439122709,
