quantity,darcy_log_variance,lagging_log_variance,variance_ratio_lagging_over_darcy,reduction_fraction
VR_S,1.5455515926569392,1.3906197946518477,0.8997563078830969,0.1002436921169031
VR_T,0.31374758932911334,0.19086566827006646,0.6083414654378528,0.39165853456214716
