scenario_class,pathway,n_scenarios,cov_M_T,cov_M_S,bias_factor_T,bias_factor_S,tail_relative_range_cov_M_T,tail_relative_range_cov_M_S,converged_flag
homogeneous confined,Hantush-Jacob leaky,10,0.060308700432725564,0.04300736696604171,1.2078941487676735,1.0295803579510807,0.027941282373518603,0.05411730516032615,True
homogeneous confined,Lagging Darcy no-leakage,2,0.018307759229384046,0.006992413479998618,1.050989151830799,1.033353829673483,,,
homogeneous confined,Lagging Darcy no-leakage,3,0.020381931190500382,0.009981579784647856,1.049198828617673,1.0371566213869599,,,
homogeneous confined,Lagging Darcy no-leakage,4,0.02039251817393308,0.009770915677535554,1.048670207453414,1.0386752456717983,,,
homogeneous confined,Lagging Darcy no-leakage,5,0.020099065645445634,0.008817040249750418,1.0485443254499458,1.0387934144287592,,,
homogeneous confined,Lagging Darcy no-leakage,6,0.019609632697725924,0.009103118374792447,1.0490667552461281,1.037592288514005,,,
homogeneous confined,Lagging Darcy no-leakage,7,0.019428502139239086,0.008569729539376092,1.0493729482441552,1.0372312060539939,,,
homogeneous confined,Lagging Darcy no-leakage,8,0.01986059121393145,0.009155980756693645,1.0488984875457192,1.0381196964417558,,,
homogeneous confined,Lagging Darcy no-leakage,9,0.020057218919382017,0.00913221434876712,1.048747058116449,1.0387276378691517,,,
homogeneous confined,Lagging Darcy no-leakage,10,0.020320457973149967,0.00944099741901384,1.0484300233224009,1.0392896929893705,0.022630728098065184,0.03270661525919301,True
homogeneous confined,Lagging Darcy with leakage,2,0.018302936288369747,0.006990048579374295,1.050985950415489,1.03335066394034,,,
homogeneous confined,Lagging Darcy with leakage,3,0.020380230967999756,0.009982086782588138,1.0491968488370191,1.0371546218480954,,,
homogeneous confined,Lagging Darcy with leakage,4,0.020389195656665176,0.009768891709294777,1.0486686209157863,1.0386719461060232,,,
homogeneous confined,Lagging Darcy with leakage,5,0.02009497942334497,0.008814910207624987,1.0485447605791791,1.0387897759096694,,,
homogeneous confined,Lagging Darcy with leakage,6,0.01960620865091502,0.009101447142600052,1.049066689055717,1.0375891794410228,,,
homogeneous confined,Lagging Darcy with leakage,7,0.01942445715272501,0.008568659374820426,1.049373958776064,1.0372277900836533,,,
homogeneous confined,Lagging Darcy with leakage,8,0.01985691250584951,0.009155386605966025,1.0488985013812033,1.0381163246224239,,,
homogeneous confined,Lagging Darcy with leakage,9,0.02005418878126607,0.009132257528397395,1.0487476633216588,1.0387245306583435,,,
homogeneous confined,Lagging Darcy with leakage,10,0.02031780310922136,0.009440523909719778,1.0484305305821329,1.0392862825353368,0.0226840766639122,0.03265352476942494,True
vertical leakage,Theis confined,2,1.0462254090890761,0.737667718680183,4.951106643379522,2.6951121031420775,,,
