scenario_class,pathway,n_scenarios,cov_M_T,cov_M_S,bias_factor_T,bias_factor_S,tail_relative_range_cov_M_T,tail_relative_range_cov_M_S,converged_flag
heterogeneous leakage boundary,Theis confined,3,0.6693483504503303,0.5163490314096061,2.293550501673674,1.5262018746039048,,,
heterogeneous leakage boundary,Theis confined,4,0.7245518367029623,0.5174172080885433,2.630253955693359,1.7283150267447887,,,
heterogeneous leakage boundary,Theis confined,5,0.6555167492645422,0.5113650089161192,2.4447475897550817,1.6053027238027806,,,
heterogeneous leakage boundary,Theis confined,6,0.6342271683865893,0.4829589155328133,2.2411244817998237,1.524080189363531,,,
heterogeneous leakage boundary,Theis confined,7,0.8337202308421645,0.7692890807982525,2.532631620789389,1.6494477854991256,,,
heterogeneous leakage boundary,Theis confined,8,0.8820911695578028,0.7287528462212639,2.30285476122595,1.7097864102583438,,,
heterogeneous leakage boundary,Theis confined,9,0.8281642532611654,0.695532487976682,2.226238542679203,1.6355783645151167,,,
heterogeneous leakage boundary,Theis confined,10,0.7845107300810502,0.6698728420905842,2.159770108168706,1.5795074285347117,0.12438381749943841,0.08789728502341289,True
heterogeneous leakage boundary,Hantush-Jacob leaky,2,0.2900649388010396,0.3015682934955283,1.9881604627289498,1.4013149161370146,,,
heterogeneous leakage boundary,Hantush-Jacob leaky,3,0.29345370103409174,0.26442542485395804,1.818562351551297,1.3112634692503184,,,
heterogeneous leakage boundary,Hantush-Jacob leaky,4,0.32108217021508184,0.25325370995992824,1.8783133157690852,1.387478835136007,,,
heterogeneous leakage boundary,Hantush-Jacob leaky,5,0.2921151232319924,0.26580362900843946,1.836652081049705,1.3310354221546994,,,
heterogeneous leakage boundary,Hantush-Jacob leaky,6,0.28829872089961794,0.25417511229797696,1.7641368236098423,1.303149348252063,,,
heterogeneous leakage boundary,Hantush-Jacob leaky,7,0.362438277591653,0.4569694383356433,1.8676988122788685,1.348598371486273,,,
heterogeneous leakage boundary,Hantush-Jacob leaky,8,0.4766300271430579,0.4382007551446552,1.693391800848672,1.3898546177809823,,,
heterogeneous leakage boundary,Hantush-Jacob leaky,9,0.45036315204877125,0.4173721206142435,1.69296514324496,1.3600949489731609,,,
heterogeneous leakage boundary,Hantush-Jacob leaky,10,0.428782665623022,0.4045847102555891,1.6813741471858943,1.3346831657175844,0.11158884291769033,0.0830877787443567,True
heterogeneous leakage boundary,Lagging Darcy no-leakage,2,1.7276174320586253,0.44885512516398396,3.990694862589857,1.0888858020722936,,,
heterogeneous leakage boundary,Lagging Darcy no-leakage,3,1.4745484723271567,0.35546782329140364,2.821202236691456,1.1127703768676842,,,
heterogeneous leakage boundary,Lagging Darcy no-leakage,4,1.6486838199880005,0.5701802140636706,3.908765294852446,0.934103896584248,,,
heterogeneous leakage boundary,Lagging Darcy no-leakage,5,1.4649292459708356,0.5008976394028095,3.4935273131421356,0.9492928214185202,,,
heterogeneous leakage boundary,Lagging Darcy no-leakage,6,1.405405639228866,0.4636426327434574,2.9669560083427418,0.9855636356695892,,,
heterogeneous leakage boundary,Lagging Darcy no-leakage,7,1.769585581327239,0.8011109424663149,3.5572991301722063,1.00966332341278,,,
heterogeneous leakage boundary,Lagging Darcy no-leakage,8,1.8067569211154901,0.7786228144618448,3.314987014902345,1.0872922248959362,,,
heterogeneous leakage boundary,Lagging Darcy no-leakage,9,1.683987720174989,0.7233276488761645,3.051019853700519,1.0945233481870627,,,
heterogeneous leakage boundary,Lagging Darcy no-leakage,10,1.5793154754710197,0.6831803710483644,2.85222830508826,1.1025485862927316,0.14401267459032377,0.13970314057328756,True
heterogeneous leakage boundary,Lagging Darcy with leakage,2,0.22308638507050144,0.22651545504387477,1.4472308479334988,1.2373817110838559,,,
heterogeneous leakage boundary,Lagging Darcy with leakage,3,0.2097657071191371,0.19181089073288785,1.3723509571420804,1.1844575398978847,,,
heterogeneous leakage boundary,Lagging Darcy with leakage,4,0.23791065389652583,0.18686243842525674,1.4116273403698734,1.23950935304922,,,
heterogeneous leakage boundary,Lagging Darcy with leakage,5,0.2306427330791212,0.20727628000937198,1.374588863964355,1.1887844417842879,,,
heterogeneous leakage boundary,Lagging Darcy with leakage,6,0.22961035052669523,0.19227242727133956,1.3273627260346414,1.1715447169689626,,,
heterogeneous leakage boundary,Lagging Darcy with leakage,7,0.2699657227335649,0.3588541201373421,1.3722913193308854,1.196133078456647,,,
heterogeneous leakage boundary,Lagging Darcy with leakage,8,0.4731879843165736,0.3343656118004026,1.204656540674186,1.200177774606923,,,
heterogeneous leakage boundary,Lagging Darcy with leakage,9,0.44654365931605405,0.3161287873293547,1.2219137679180136,1.18555842639505,,,
heterogeneous leakage boundary,Lagging Darcy with leakage,10,0.4239698076865742,0.3051126756541708,1.2235774269100907,1.1714301033971597,0.11608887174905774,0.09587584679500002,True
