objective,quantity,darcy_log_variance,lagging_log_variance,variance_ratio_lagging_over_darcy,reduction_fraction
raw,VR_S,2.15513573354308,13.315391397453011,6.178446763333222,-5.178446763333222
raw,VR_T,0.194495840898956,0.9008846674822926,4.631896822669426,-3.631896822669426
log_response,VR_S,1.6770442683377587,10.750451994486683,6.410356719529082,-5.410356719529082
log_response,VR_T,0.3121519813915071,0.6428978223959553,2.0595666877719423,-1.0595666877719423
